f_id,o_id
5146,40
7400,62
15945,43
13470,1104
4603,4229
9585,151
5706,32
11222,4705
12884,5
14202,4902
6579,43
13223,1184
19706,265
633,1707
7152,5
6564,147
21,1851
6241,1018
6188,807
12038,362
9000,1992
8106,27
3928,1218
18152,93
18628,161
2655,43
13562,469
11276,512
14663,6
14737,128
7100,3
3238,30
15772,168
16814,33
712,200
3450,144
5869,1513
2126,3234
9446,367
12948,205
8830,0
5500,23
2587,57
6080,4344
7498,13
17145,0
19090,1555
1918,4018
12645,318
19742,27
42,101
3089,104
15821,1687
2630,8
8880,106
948,65
17868,741
9426,29
11350,105
15047,4956
4636,101
12750,970
12448,180
8842,13
924,105
11377,158
6102,393
16996,2422
17033,3780
13658,106
11695,4
19708,122
6970,38
9551,2928
5910,1024
3780,4171
7274,40
12459,1329
4944,709
11176,2
3601,128
16264,714
12615,222
15224,13
12806,653
12585,31
344,129
307,311
3481,2
6591,131
3996,4191
15544,7387
1028,36
1358,807
18278,3
14626,0
10214,537
15348,7366
4350,5
4832,260
6348,11
12969,50
18687,0
12480,1
8927,38
19176,3107
3009,1911
9524,20
18901,738
8846,56
9457,31
1020,1269
18720,4165
15556,32
19772,178
5868,289
19350,24
18907,7854
9712,58
8928,521
13267,0
3432,27
13638,17
11977,198
19017,0
5971,201
1046,12
5249,47
17911,3
7060,796
17996,363
8625,80
414,178
1011,18
3862,909
8021,128
11473,1
259,796
16250,714
3218,63
13613,0
897,342
6600,321
6754,446
14718,1506
599,9
3646,22
190,3871
17367,1024
12335,1321
80,13
3910,5806
18814,3105
972,12
8660,2634
14341,917
2630,135
3091,627
4208,63
3972,296
6478,179
8548,115
18866,505
8852,11
4468,1309
5591,547
6178,183
11129,480
12072,562
15208,2588
16849,474
13438,7058
5667,1124
8642,27
16452,1
17268,227
9610,42
1266,3973
5371,266
10337,38
9093,1
9448,134
1184,40
2442,3
18574,1591
11411,574
266,3141
17253,83
805,129
8032,158
10924,682
7990,27
214,1361
8803,8
12358,2
6756,3
9234,178
15534,341
11810,1117
13252,1222
5696,15
11612,125
17346,104
17408,19
2142,502
6096,4348
16654,91
6661,1781
6118,2193
6310,209
3318,2752
766,27
11692,84
19410,386
17375,4
10947,151
3695,30
7709,116
14178,30
15920,190
17531,7667
11078,1379
12730,190
18220,2524
3162,51
5782,159
8672,66
14002,163
13492,1345
18356,7
3551,20
1058,5457
4808,419
6601,59
11517,380
19710,122
10678,1530
13407,4848
16244,7476
13037,1682
19230,101
15521,257
2782,13
17776,103
2685,990
4459,447
17146,355
6904,154
12734,165
12085,177
7286,799
7860,602
19111,0
13160,1
15187,7335
1380,4
4204,24
7372,4447
3864,909
7016,594
15704,2
15413,678
4787,43
8984,159
12200,6916
5029,42
1778,2
12933,43
9018,386
18930,615
15770,36
15410,127
2770,0
7040,0
19176,738
17254,257
17148,796
11490,225
11543,105
9515,84
10029,2002
7800,87
8492,6384
12556,336
6352,7
19436,67
15556,3047
7975,480
9738,36
8998,61
204,3136
11252,3
14264,28
16114,953
19062,13
15821,1477
19670,2064
17313,19
17670,49
14926,118
8603,180
16254,0
5388,58
11184,1
9414,407
3609,129
230,22
6890,1152
3242,1750
5929,507
4352,57
11222,1676
1961,1897
10493,2112
6488,3
7449,962
15360,33
3465,123
11130,2542
10947,0
15122,2584
16282,1664
2298,22
6502,4383
7384,260
7988,0
7764,559
13290,157
18003,2593
6754,4
9974,187
110,132
3005,116
9907,238
1680,316
14757,57
1408,159
7512,23
10918,877
3392,318
11787,248
2776,19
1864,56
2098,3
13646,48
4716,2438
2020,2711
4238,0
7314,4444
14756,246
15408,857
1058,2350
14970,38
9122,4
16891,1820
1930,30
9200,1232
10580,2
16429,4
9345,36
1390,6
9691,166
15532,1885
3971,27
7118,8
2500,32
16763,695
12853,183
6970,3
5009,1
4204,147
10510,1275
13646,2028
11782,633
5569,201
4372,1043
3283,0
9858,1392
11429,4
13648,240
9283,31
2696,4083
1365,31
2029,8
10437,219
5354,5975
14970,2929
982,577
16238,1492
9126,19
7003,151
10612,87
13714,22
14755,451
18362,5204
16440,206
3966,112
3362,194
15718,15
16594,1707
5666,945
988,292
8394,164
16460,0
15215,3
14303,14
15660,140
19652,3122
16757,1182
10530,32
111,676
7605,2220
19296,5256
558,93
15000,127
194,1360
3544,4146
3462,139
5374,2
12286,61
6602,216
3736,24
1957,256
2744,2742
17247,1
408,1865
16862,33
19178,62
8130,19
9342,736
14720,597
17180,94
11494,1891
8618,820
13318,1530
2213,3
111,88
5310,471
8078,13
9290,121
14818,106
10889,4
12247,1
18313,260
3691,4166
6759,2210
2468,38
7775,82
15006,640
13347,0
12796,72
13541,2158
388,5366
14186,1
5039,261
7996,140
8526,1661
10956,4675
12777,653
7931,417
13858,511
12938,198
18150,1952
7020,600
10033,2
11994,2
3398,2
1437,2
7480,4450
12259,186
12294,261
13546,386
16095,1
5822,1882
11410,98
378,28
3796,0
15615,492
18202,200
12750,890
8490,2356
2094,660
27,105
2244,1
11230,1574
16546,38
18954,615
352,558
10286,82
5327,522
14860,36
2582,296
19369,36
12606,2020
6912,3
14084,673
15422,678
5853,4327
14206,7182
18455,40
3484,4142
9117,728
14670,206
19398,56
16136,739
5180,30
14893,206
19554,149
5572,720
14920,1832
14872,503
5696,36
1390,2691
4031,2165
16126,7
2926,8
5938,33
6141,550
14016,4896
898,211
5486,741
9840,6537
13570,1919
10880,3590
12696,504
13581,93
5006,1012
5617,731
11922,1342
2872,51
3425,1177
4768,1721
8788,3509
18644,1470
14739,271
12508,20
9794,1915
8927,522
8360,260
13476,43
17692,5
7731,489
13665,118
18883,67
19755,3851
6590,1027
19558,128
14301,1
6601,30
14540,7249
9784,684
7940,10
6469,31
722,450
10960,4676
9062,1
6351,31
6092,2084
5077,997
7628,733
19709,14
15820,2044
1058,27
17054,1447
16936,2
19176,203
9342,43
19480,3
16742,2
14313,126
3726,169
3251,203
14736,82
3327,92
10452,13
13564,4863
16490,74
6762,7
18820,27
7412,253
9392,1
17802,1551
4391,2800
13295,713
14894,206
13493,14
7520,22
17192,3981
14852,582
14179,3019
13564,117
10252,10
9596,7
11301,1
13928,2032
14418,33
13658,865
3452,560
15031,17
9448,22
3860,543
16940,13
14038,196
8984,576
18624,72
4900,107
4030,730
11270,754
19402,7923
14321,449
17990,515
3882,1493
17181,55
11428,6809
19435,33
16040,1543
2708,1000
5259,437
14242,699
7960,74
11458,1201
16316,408
316,1861
4832,15
13467,88
19236,37
13400,101
8978,260
17738,1043
3874,0
12646,153
5046,38
13153,43
14202,38
1834,514
16119,991
11821,48
1596,8
18762,7822
14282,33
21,422
11648,66
17460,78
5644,149
858,469
6872,125
9225,584
14354,46
7522,139
15659,67
19182,7890
19070,907
18466,13
16166,406
17516,3325
7337,38
2684,530
16214,386
14344,247
8830,206
3228,73
11810,20
12119,2
10540,3576
10128,53
2468,4054
3862,648
5126,13
2326,116
16386,80
12176,3429
15620,1672
5776,1085
3612,22
12691,4
13009,1
8340,38
6850,4409
10691,922
18230,769
4758,3299
3658,2155
7644,222
16136,1
9227,31
16122,886
15832,3748
13319,196
14614,51
15430,857
18236,1
7904,330
3122,8
19247,432
4882,298
19090,397
12491,177
14475,360
6557,180
3412,321
11814,3
13037,102
6115,41
5128,61
14019,38
11618,56
10044,940
8211,126
14194,0
15159,51
3326,26
19626,13
10974,1815
18653,309
14640,23
16298,1138
6574,1516
2168,450
5739,6030
8720,883
5046,1770
8992,8
13490,522
12828,165
13429,3566
14753,2037
16673,194
3378,546
8489,2
19558,7970
15584,4
3507,1303
18714,77
7359,31
8550,1384
7866,417
14403,22
14786,178
7889,0
5928,0
15408,161
6148,90
16946,807
17218,0
4376,1
3870,57
11516,3622
19181,1047
8660,290
3556,46
8927,684
12337,2
17321,170
3744,3248
19669,606
17113,8
15227,131
4072,4
17856,2460
13247,1222
3119,1357
19064,3826
15720,0
17768,3091
556,80
13334,1
1476,1
7769,150
7458,1415
16648,1545
6922,1076
4728,663
18054,7734
7000,6208
10268,19
12858,24
5000,129
5244,10
19632,40
16066,0
11132,449
5546,116
14860,765
787,43
4354,2153
4902,107
2118,353
9016,495
6572,149
11917,588
14242,93
5888,469
2733,205
2092,219
9264,4
15140,51
13642,2029
4333,2396
1599,87
5076,40
2382,180
17514,220
2686,70
6700,40
19262,5254
1336,925
840,1260
9060,141
14038,3017
16432,373
7843,51
3188,51
18983,1628
9002,2
4662,1603
14663,1077
17843,1244
18985,8
16383,165
14783,432
14136,4
14444,1272
168,147
804,0
11199,1892
18484,1087
15718,415
18072,196
11270,1401
18314,1
462,55
31,2314
18700,163
13526,1369
19772,31
4842,240
2386,901
5894,2364
7873,528
16886,9
15332,12
6256,76
12118,6902
6244,741
9974,506
11013,359
1710,56
1583,298
19305,432
16793,462
10727,1407
6336,67
13328,7
11847,1161
1548,2
12959,43
10144,1722
11962,33
4028,586
9950,2
4030,8
9602,42
7903,27
16370,125
19407,2372
9104,3474
18184,56
17815,10
15530,7
7160,206
14951,595
13066,1
15398,22
13882,263
12554,381
14538,92
19102,248
12934,8
11659,6846
14276,19
18968,252
9976,198
19632,163
898,3188
19671,2
8966,126
14195,101
10144,1382
15107,8
10823,37
9468,1358
2796,2141
11743,84
14315,1432
8090,24
4976,10
3995,364
1266,164
12347,1164
12829,0
6178,0
11431,2012
9117,4
10166,1
530,1
4696,40
14462,32
16846,338
17662,72
656,1371
12154,30
14409,3025
15709,24
15746,2
6382,2
7807,1418
12641,278
3463,1
5004,7
9173,127
12419,19
6536,135
4501,11
7574,2876
5854,56
16335,26
277,307
1132,1
17773,1284
8156,732
10888,3592
12688,79
1480,625
11730,42
1491,83
11912,1206
17185,2605
7258,9
1691,170
12632,1527
15556,192
12848,971
11692,1
18619,238
4678,641
4150,302
19708,4335
6464,101
8863,3512
4874,58
2786,1605
17858,7709
21,5307
12231,2982
7056,168
3104,461
11068,1033
7674,1982
9803,1915
5056,2815
9236,3528
14344,220
14722,1506
17293,94
8176,248
13727,10
13066,4618
5864,289
10936,6
17401,31
6046,87
13950,136
19756,51
3744,12
17326,4998
12338,1321
9892,2
7914,1155
5794,135
9774,42
14044,68
15620,8
6452,1026
7176,1974
10640,353
7312,54
18616,3
18038,7
10085,1920
2528,4
17337,2997
7132,7
16846,29
462,2655
5168,549
10906,2947
3470,539
13427,408
7894,1298
981,10
1668,502
11492,1891
16300,5067
990,984
1589,20
16010,1381
19788,32
14615,555
4948,43
13254,2270
5764,119
120,599
4016,2163
16074,3
18110,920
8976,1991
4122,18
8651,43
8291,0
302,1860
6756,303
17722,40
15988,764
14138,3019
19669,5
3235,154
3885,76
16513,589
12945,43
7154,241
12910,557
4515,351
10274,128
2266,30
14028,201
14118,79
14471,4919
14645,24
16178,406
8921,196
8612,27
1180,514
3418,133
7752,380
5496,86
11308,247
15591,3048
13746,1
3519,129
4486,238
7111,3
12048,198
6698,164
5938,292
14970,7301
5156,377
6661,1941
8825,2
2654,2137
6497,158
4817,15
10440,548
11065,55
5036,303
17414,1672
1808,136
4314,3
7974,88
7868,571
5946,13
7229,15
17236,13
19234,7
14856,1784
13361,9
11230,693
3081,1007
17886,67
19241,1313
9741,37
6901,31
4156,512
4995,3376
3265,203
12353,587
3982,22
7447,158
17168,3
7774,87
14885,121
10480,3572
12146,959
1296,888
19260,7896
19376,5265
2895,86
10338,38
14242,1683
18004,183
9550,128
15426,7374
7911,8
6554,3436
7270,144
317,2321
5719,453
3226,27
18874,865
2096,66
10998,2480
14927,97
3838,5803
11614,42
14860,30
8244,72
6912,93
2125,1589
8306,257
11533,0
12370,2986
16084,13
12260,2983
13249,238
4586,27
11894,28
17718,1
13064,133
8690,642
11428,8
9234,261
5770,1318
1136,61
14630,2026
3083,122
5042,1469
6507,564
16696,13
18116,3
22,38
2684,429
11241,165
13398,4042
17346,219
3583,1919
11240,6767
16458,523
16352,26
8130,2143
2651,205
102,67
12398,1164
5421,60
15556,122
17110,19
18686,17
11676,1312
19350,198
569,5398
11996,249
12797,294
18048,1
5183,710
12148,44
6390,13
452,165
13942,9
834,1113
3857,4183
14092,368
13285,674
2040,159
1272,9
3159,371
9137,170
18846,3
8678,10
8740,17
4248,282
5387,163
9727,5
9789,10
1714,371
19106,399
9081,885
7899,2882
1658,564
10781,8
11492,3620
2796,25
14894,728
10255,225
12564,61
4950,43
5999,36
13832,1414
1418,22
13274,294
2505,1
7976,247
16768,462
13271,55
3174,4116
18507,341
6246,27
3318,92
19007,0
3998,1400
9554,1
10036,1421
9450,190
7830,6284
4764,73
11306,4722
19636,327
16250,196
17804,43
1792,196
14779,31
13189,2
6192,50
17241,1353
11438,598
5680,4305
19668,848
8798,3509
14965,1
8032,6311
15507,7384
5374,1898
6159,711
8651,149
19420,1060
7973,554
17489,905
15031,43
10621,2240
5327,417
11243,128
12528,54
5195,883
10892,3
14484,141
9344,1558
15291,247
653,2
3956,57
5370,247
11731,4
12176,151
4094,139
14014,106
4867,957
9274,3530
12111,489
10663,361
7870,571
11622,238
11080,1
19091,1040
5160,5951
8602,38
1424,13
1002,41
1064,36
4912,112
13072,9
14529,4923
17297,259
6422,6109
7338,29
9664,451
4420,702
13048,231
12039,81
11216,13
9716,270
977,8
15112,87
16034,178
17904,8
15416,133
11221,4541
1230,13
7408,55
7885,571
10126,1370
13171,1
13722,435
12917,557
5248,469
17474,905
4134,0
7532,1651
18514,7780
4798,107
6628,1645
10126,4620
6321,67
15316,1981
18274,160
19661,453
14444,144
15477,518
7766,480
16452,266
8515,2
19022,1692
8886,55
14050,673
527,8
1560,13
7258,1194
5228,650
16712,38
10646,415
13517,1
4905,1
3963,531
13644,2520
15943,220
11311,81
17439,114
19068,907
14912,270
15134,2281
15348,2
3680,5773
4482,20
13624,23
1754,144
64,3
5565,496
5318,200
10540,186
19284,194
19180,115
7862,73
7954,1148
11556,157
17232,23
9078,36
6133,31
11242,206
3476,467
3460,568
5810,18
12513,61
6814,473
18200,22
18434,5
10492,144
230,220
12727,22
3556,16
36,365
11603,312
10247,880
11356,0
3053,10
11484,3621
18910,800
8626,4527
2612,63
14315,1821
16788,2601
5748,15
5543,279
12275,8
15830,2
2655,8
2779,2395
2036,3
12057,4773
9262,178
8360,548
17088,33
13006,1674
10420,152
18906,0
3122,1713
8162,23
15218,1168
1052,1108
3857,1622
17876,41
16760,1
9028,2
5194,5959
12458,178
17225,42
1342,464
9940,902
11680,100
1494,255
10278,2003
16708,7
5198,710
4479,76
14110,10
2140,1
5777,985
17505,92
2054,2693
84,140
5119,13
2870,70
4669,238
10132,37
10712,3585
17467,905
5038,29
18644,22
10226,27
6173,0
16786,2601
15608,1
7254,682
12055,88
18234,76
10190,6597
9628,42
8733,458
5938,112
15432,190
5465,1410
16338,62
16234,127
1354,139
7638,23
9618,163
13210,33
11356,3613
14403,205
13756,116
4279,399
5169,23
6323,107
8672,214
10603,862
18632,1
4500,447
6882,3454
7148,5
186,485
5876,41
19141,128
8994,526
13266,42
437,212
4019,594
4561,2172
12394,497
15824,4
16748,273
10673,846
8716,214
798,70
16434,0
10504,32
11650,1175
15772,2
9896,19
982,146
2636,542
15842,5026
2387,8
16066,7453
1846,2
15852,231
10851,1
11900,28
368,311
19652,2444
9630,351
11542,2015
268,1174
15118,726
14951,7299
15821,1837
18071,66
13786,107
18350,15
19559,784
9181,2510
19656,497
16178,789
544,8
2302,198
10054,4612
15742,940
12552,13
5194,721
3579,1490
410,1865
9517,618
7595,819
444,56
18947,716
1834,17
14744,4944
4886,125
9424,13
5512,4292
8566,22
18704,30
19739,70
12536,484
8651,820
6904,1089
12240,1422
3187,1
5136,38
7171,1327
12556,0
12692,960
18947,136
10830,1
12278,521
18624,483
9289,6483
3200,477
3745,5791
15556,138
10421,6624
16167,410
11973,198
5416,596
14231,41
432,2646
3280,26
16991,3777
1510,4
13650,2029
18683,602
14893,728
1390,606
5072,169
13898,51
8672,2700
16334,347
7286,178
8678,154
12692,4
15047,180
9019,58
15621,101
16795,1688
2444,135
4311,5858
8502,7
13032,1682
16469,1234
17202,33
6208,321
14696,7267
18364,799
8034,18
76,13
7997,158
14185,2236
415,888
2004,5574
13859,19
938,67
8690,1
18010,562
5228,679
19632,264
520,319
11130,95
6202,5
6592,1193
4658,340
13928,4889
235,5354
7412,55
7154,739
15135,3730
5831,242
6798,1100
11129,14
15316,2801
12958,6988
5194,324
10928,3594
8038,1
7434,147
7934,118
841,336
11810,1359
9856,23
12618,8
13266,908
4340,3
14204,254
3700,7
12006,2434
9235,67
15874,66
4226,2168
16521,5080
1303,56
9042,2507
14118,5
19666,2873
10052,4613
15123,4967
16436,52
16798,695
5962,178
16286,382
3962,780
13360,7046
1168,3
6313,8
569,2342
18666,70
7908,56
5216,30
2230,2719
10316,2005
231,558
16866,7563
1372,1
5683,1411
15830,231
4017,2788
14663,2
5736,1635
17003,836
7884,1595
12568,102
18452,2
5954,6046
10282,19
12032,81
4880,1947
10510,3
8830,4
4028,3335
13826,58
437,302
14406,947
8618,484
11411,253
13759,272
15934,938
13037,2024
3308,112
7156,4
5310,135
17496,5140
10278,265
18327,30
14134,407
4526,286
6582,1782
3900,195
13896,8
16067,1201
9854,56
10803,11
15859,1086
5184,3381
3998,1143
6865,3344
17758,7698
18264,5195
8032,1788
17172,2605
3196,4125
15392,537
8099,42
15362,161
12958,604
6595,2172
16630,902
3296,3
10898,702
2612,4077
11864,105
364,335
4238,3345
7796,87
15419,161
19548,2628
11393,1809
11670,19
19042,13
700,0
2698,26
17360,78
10436,11
12708,61
3350,514
4912,319
1947,56
13644,2028
8343,2
1178,5474
1190,502
2548,5637
18912,8
11793,782
11498,28
3896,543
5748,763
5371,4279
6720,539
17308,196
19216,80
1630,32
6812,43
9278,381
1487,1
3616,541
7753,4480
10036,312
6216,712
13215,2
15070,517
15621,155
12968,453
18700,1590
13067,11
9951,4484
13627,51
14832,34
10058,50
9343,12
10292,61
13523,386
14525,1
15574,4
4286,30
14640,7257
11977,518
14758,7278
4006,51
11220,6732
6079,23
3994,586
13561,533
7830,703
2624,2
11052,1033
13123,46
11833,48
16571,58
2950,4107
13360,3
10694,42
17910,392
16718,46
13985,2237
4208,51
16244,5060
11936,150
12192,0
15710,0
18720,146
2120,223
14166,691
17014,1439
16793,695
9674,1233
12994,82
18968,615
19007,654
19708,265
13252,782
18282,140
5366,7
10551,27
15139,4
7871,554
17818,466
9786,161
9454,19
6208,1043
4016,296
254,311
16040,0
6268,131
6291,76
10996,4680
1540,127
2708,4
18084,2132
6210,4
10393,395
4108,321
17992,23
2733,1212
13232,603
7814,88
10360,321
11340,1020
29,1445
2850,324
10844,19
6653,4390
8205,1
2084,1052
18509,7778
1691,27
19355,402
12357,71
18481,1
16324,13
4515,447
6222,897
11270,930
15706,292
5504,349
9627,3
10109,1061
1296,144
4134,562
964,38
7601,819
15952,739
7395,31
12166,507
4945,80
10372,331
3987,51
18228,5185
1908,43
15010,544
10595,19
13275,136
6829,511
15450,498
15088,159
19122,1122
2515,81
13295,42
12696,1646
19518,1436
1176,2
2434,57
14974,1107
9181,2234
8672,642
13682,468
6685,3441
4613,100
10898,32
15258,824
11456,1498
8822,2747
13232,1827
3526,3
8740,514
3837,1359
7996,38
8685,277
8618,222
15704,6
12961,453
296,307
14537,43
18460,1
16160,265
2944,387
14312,144
15943,22
13122,112
9262,613
13426,2
4496,3
9119,652
16330,56
10997,42
9036,30
15638,107
14272,861
1634,560
8190,161
829,202
3938,630
6645,650
748,414
13247,702
15840,2
18429,81
10749,19
13454,7
1769,1001
11846,32
7820,1330
6916,300
3681,329
8522,40
5215,1949
9234,37
164,5316
6152,0
3196,417
5180,1499
3666,321
3350,1300
8588,2
9314,134
9791,360
16572,5087
310,13
6541,3
16624,255
9263,67
18428,3524
12502,1071
9104,32
5644,2833
6944,266
18674,1429
4023,1496
812,86
17783,24
19675,515
9650,23
3972,1930
798,129
964,169
17702,38
452,325
12146,6906
6214,2851
6754,0
17877,196
16719,1586
6629,1256
19796,560
17062,2052
3318,432
9238,80
9056,38
9146,168
9720,13
11040,1023
384,1366
8539,1
18422,2
3986,143
4531,58
12806,94
1870,225
14864,763
5771,1299
16429,0
15168,1
12785,19
18165,213
5111,316
18697,2600
7226,2870
13682,2030
15036,8
6387,2
12027,31
10337,128
8632,106
3468,3
8747,147
11072,2529
11042,1033
18067,1286
10883,23
19295,37
15291,43
19498,1876
12696,949
738,70
3464,5741
3556,3315
10956,3193
3960,463
13398,51
13292,42
7994,27
16258,51
19095,208
7482,375
17694,8
6714,3440
4898,987
12398,1343
15556,457
14747,629
19666,610
8518,1
16428,2905
8108,261
1990,34
6690,1368
11726,41
4800,616
11266,3611
15650,5
1178,50
11535,2865
10928,38
14231,2035
7909,255
13929,7150
334,112
18662,8
8075,549
11322,506
638,2
8478,546
11654,469
11446,43
1221,1
16502,220
18012,583
1922,36
3228,383
18148,7
13918,0
18682,7805
5677,15
11540,11
2377,445
12366,1
16967,19
5481,254
9883,43
1091,698
2926,5672
9133,1996
13613,23
190,5321
19723,2
7348,4446
13788,3
152,260
10338,6607
1708,458
10757,1
18752,860
9983,40
11596,0
8904,22
11967,19
3265,177
7588,27
18222,454
9554,80
11999,386
16348,3661
7122,117
17221,55
9369,29
13729,309
8984,61
5093,2448
6084,6067
18032,67
5310,23
12222,54
15952,277
5008,505
5162,22
1171,31
10640,38
15629,1
3759,248
5775,24
2062,1382
11504,28
9121,966
7203,19
19185,982
14223,324
1052,1701
18682,56
8936,67
13153,726
8244,2
18520,2
8906,2906
14019,368
15590,2668
16469,523
19262,908
16427,11
2289,2091
9670,3552
19368,127
8499,101
19412,2460
1554,1724
11940,150
3932,0
6512,313
17086,357
19080,5242
16182,382
5422,75
11310,106
10222,4624
1876,131
2732,2138
16998,1276
14741,1346
10844,8
12057,775
16820,360
18902,7841
14982,19
10260,24
8592,126
19350,140
10523,1702
19420,5205
10159,1579
4019,4195
17702,140
897,30
7923,395
8103,183
15032,991
17598,77
19250,387
13594,23
15848,1
675,129
4945,107
2809,461
1362,61
3602,432
17692,1
3987,22
9234,1522
2246,154
15098,723
11084,163
5180,2820
8336,6341
3062,24
16006,7
14234,86
7274,659
18750,7816
16686,13
9346,407
10206,139
17247,7628
199,485
4840,125
5248,4
16010,1885
5732,660
15106,1435
8916,2231
17776,112
12294,40
13493,1622
13276,674
15094,41
18216,328
7312,154
7902,51
5572,1620
3376,1042
6754,1969
19213,886
908,1377
4244,1145
4354,1301
13100,263
3800,133
18021,1368
38,30
4016,5814
4845,423
7251,76
8593,6395
14480,1703
15600,76
15231,38
9392,5
5994,6052
3437,665
18981,716
10864,72
9343,3536
12933,50
10903,3
12354,131
13786,4
3658,1
544,93
11638,87
8969,54
10893,186
6740,1088
1830,180
16792,5101
13624,2785
17254,7630
11674,0
4596,127
6580,0
2718,43
18714,194
19456,747
1649,249
18981,0
8136,209
14132,4
11016,825
14284,207
19412,140
12072,2
8310,13
7045,107
2390,27
3476,2
12606,6953
1833,3
18710,5229
11366,222
15779,341
9608,8
14753,19
16284,1518
2242,2
3328,9
5881,8
10621,165
786,1057
2788,9
14554,33
6774,303
11222,1381
2693,26
9494,487
17768,2609
9454,575
16420,1380
2683,19
9304,36
110,3131
11574,196
7617,8
10776,129
3930,57
11705,4
12916,24
10974,899
12076,13
6344,6101
11677,118
15527,196
6274,76
11573,5
15806,5
18666,448
13748,1530
4118,1060
19263,1846
19376,3738
7156,206
18185,5191
3326,1602
14912,140
12136,252
7858,0
17254,73
10080,47
7888,963
12117,252
8339,219
8710,62
414,1252
5262,61
11252,507
863,75
14502,875
6642,56
6754,6165
11616,622
1928,201
10262,4
18424,3
19536,135
9140,13
3192,30
14184,137
3406,1
714,27
11536,13
18372,1
12364,3649
7809,185
10738,261
12898,4821
7666,36
12982,1797
6988,56
19032,196
7652,23
18357,2608
5718,582
18965,528
19682,2
2018,37
4016,51
14403,26
7928,734
2515,722
14645,121
3188,2755
14986,7
7866,1984
106,13
11369,4728
15518,57
10976,1815
11845,9
970,549
6802,86
12244,506
6030,6064
17496,604
16924,989
7346,539
18035,261
7846,852
1571,378
6474,118
11743,555
13044,58
14952,174
10648,1404
19652,370
10666,13
2468,5617
11748,4666
12536,1664
12520,261
14868,603
17939,169
15774,515
9474,8
7775,101
1860,58
8600,13
16074,3060
1408,3
16002,1157
10814,38
13584,486
2188,13
11330,0
18166,4
402,115
15162,1521
17029,859
4275,0
277,1361
4531,170
13698,7108
8463,6380
11173,30
4025,1112
12326,131
14543,43
13631,22
8836,6425
9370,525
11200,3
14409,51
602,5401
19312,293
2014,1379
8160,179
11587,1034
1772,517
9782,73
1758,560
11268,131
2206,2718
9738,227
660,1371
15878,2599
6757,38
3188,63
12275,3194
3596,102
2773,831
9320,29
17105,22
17822,51
10395,6623
15426,1349
18434,282
17266,227
4145,41
13407,51
11006,55
343,558
382,16
3710,126
17670,5157
12568,2921
7991,554
15010,50
10084,165
8725,4008
11234,6764
17292,3083
13832,206
4881,808
7859,553
18884,19
13712,60
13606,1396
11682,3
12222,2981
10252,880
12508,13
8660,3924
17738,684
18652,309
15137,264
6322,38
4603,127
7926,1985
3932,5810
7458,883
4840,2
16648,5090
2529,474
4508,42
7778,2632
10035,260
6953,361
15127,770
15996,3
13484,261
7490,512
14834,765
4618,865
19082,22
14852,43
1736,4
6934,3
9689,1117
5224,55
1030,106
14663,3719
10715,6662
1588,640
11036,72
7768,88
10637,19
11379,3616
7051,178
7210,1417
2896,1484
7964,1330
11351,414
18028,1
8190,2126
19016,716
5186,30
7184,8
15600,33
17207,20
16513,8
17032,3080
6092,94
9120,445
7608,819
8248,232
1469,797
3128,1137
4332,313
5418,332
3976,531
5224,499
1835,404
5780,1318
3501,40
19792,187
4622,340
3844,1578
18862,1553
4924,4
10526,2938
10337,397
1952,7
9172,6464
18054,2999
18605,7794
17168,1689
2582,668
1928,2372
1344,5498
13558,278
16010,597
11408,0
4316,26
19739,0
13140,26
16949,7578
3318,5720
17192,1101
2242,63
9451,575
16719,1024
14313,1821
18257,24
14944,3722
10247,220
13552,121
11997,100
1862,58
11319,24
1002,8
4248,8
5606,7
13346,1215
4898,222
12195,1
9519,127
15824,253
19262,2621
2672,662
19636,3121
3160,3295
902,270
11099,155
8831,4
15629,1049
14150,1
9310,6487
10815,207
18826,27
8312,2
9414,13
2260,3
18636,261
11380,4486
19668,3848
8364,87
14913,126
18072,3306
3080,57
12786,0
1247,5491
8108,1100
10022,6570
15752,53
16792,400
9120,652
17225,94
12624,58
15842,2904
13290,515
4732,5893
1335,3205
6419,6108
12810,42
2312,5601
6747,591
12104,1163
5579,128
2366,1116
834,86
730,359
89,21
10519,164
15937,66
12528,260
1862,2708
16086,732
11267,3611
10028,2
1416,2
6450,908
1808,1284
6102,6070
7981,3
12072,342
6589,2207
17867,4991
19412,1848
17868,7711
108,132
8029,279
10612,101
14852,1077
6528,765
13506,422
18687,93
14750,116
18620,10
19669,1
2532,27
7674,6274
7420,2485
2836,51
13268,4
12816,653
7666,1
7788,1172
18700,1
8276,150
2377,943
6499,32
12735,890
7009,2479
5928,41
19262,651
5146,106
9154,1583
19407,59
19303,122
2816,461
7420,470
1724,67
15096,549
18054,3
12533,260
15988,188
18514,73
18190,451
11997,249
14540,92
1576,90
8602,140
13778,362
7560,42
11646,360
10350,47
5188,22
3910,844
8896,215
18194,7745
3091,104
18816,3457
11175,155
15098,7324
11758,0
10815,6677
6786,464
6536,6136
15843,3
1438,117
13870,126
13319,396
16161,250
17736,1900
3242,294
1652,161
7210,1327
5138,432
1968,32
17818,1642
11411,55
9754,15
3546,1079
2646,689
14742,14
15142,4963
15791,1
1595,2116
906,1567
10088,6583
15140,4
16136,149
15767,105
834,301
5565,226
19402,436
10367,2
5076,17
4716,8
11840,911
11787,1160
15333,646
3516,508
