f_id,o_id
3326,152
11191,31
6159,0
13942,595
3859,4183
16120,3061
8529,6386
3281,43
16630,3152
19332,528
3585,19
6113,41
9415,86
17774,8
3082,63
8592,38
9348,29
12861,2022
7248,10
8010,4487
9262,1299
19714,139
17882,169
15900,5032
2540,133
16856,67
19257,1184
4082,1
10907,1813
19192,102
3542,399
18206,695
4532,957
9326,1100
9545,299
9727,55
17574,13
8408,1580
14787,7280
1486,2
18698,8
1827,66
5374,5978
4832,4242
14576,0
19096,10
18250,5193
15816,7428
8928,1
16298,136
13066,2021
13214,1
3104,2394
16699,219
468,577
1300,32
19125,50
18012,1062
18484,174
14895,113
10314,383
5853,1042
15582,469
16537,1778
10302,404
18622,20
7184,27
17872,7712
17207,1
1859,241
3064,0
4796,356
10678,2242
4016,932
8900,2504
9366,593
7165,31
2731,1212
11410,253
3515,8
7312,270
2680,63
13714,864
13958,7
15001,66
12314,2259
17756,179
15637,341
4856,131
13249,841
8960,6441
11408,19
7812,3476
14014,24
19558,4261
11009,248
11599,23
13615,183
7870,553
16752,739
16949,7575
19748,301
17328,1536
8697,1
7429,62
14872,30
4100,1060
7982,1985
10197,4
15342,1
6422,6115
1571,2114
8536,6387
11189,2
12238,7
5678,2189
15740,3
7275,1408
12294,899
662,1705
13027,2024
16584,7529
2473,945
16842,33
14626,943
9414,16
3658,5771
17171,518
11587,0
12646,257
13536,141
14872,986
18560,5
748,1259
18462,3813
7885,553
11517,304
8108,6319
10024,2
10546,3577
13171,19
9242,67
4508,424
11616,1034
12797,653
11724,125
12972,183
17188,33
8725,24
10979,14
17121,2
10248,238
2383,22
14737,1830
19665,1
5517,582
6576,2421
9670,1233
15700,164
19533,10
5712,41
8235,2
13199,30
4028,8
17970,8
5114,2419
1326,1117
7928,1631
12836,971
18048,1046
1446,38
9297,29
754,526
19630,3814
18900,7
2888,40
9154,22
12150,38
10000,2001
6348,417
9439,464
11640,282
970,89
11158,133
8927,140
15732,41
5565,1955
5310,2822
9791,28
1568,2361
17825,155
1354,50
6828,2213
10548,1386
662,93
12353,4798
3861,909
5411,87
11322,319
8478,767
10354,6611
15754,7420
7964,312
16048,76
12512,116
7438,147
1,81
8634,264
164,3863
16054,961
19168,40
19424,386
2824,57
8290,3488
11276,721
19662,7983
19197,4
8492,124
14223,1250
11136,6712
14022,856
5837,2835
2880,30
15365,407
12611,164
18351,101
11040,55
2471,2729
2084,38
10604,14
12877,4825
18060,505
4413,1749
7926,165
2185,1469
16665,0
9658,3550
9120,522
7792,185
3995,63
14704,4942
8762,51
4441,1629
13470,2452
11230,8
8538,2
3374,27
16302,725
14214,59
19162,144
2742,321
15607,2215
2486,3
550,4
3503,1302
7965,4486
10218,880
13644,218
11999,5
1426,7
9164,48
3910,219
13784,1281
10728,1422
7013,100
10246,540
7633,31
12386,2
14113,135
2542,116
8748,3241
6159,47
10739,107
12875,2022
10108,37
408,638
15532,341
13663,125
14983,15
2816,15
15610,609
5422,4
9780,263
9024,304
17323,161
13448,497
1133,937
7290,1104
5938,30
3885,202
10369,129
18072,224
2859,112
1606,2116
13457,133
16022,131
13422,3679
6580,310
12546,20
8940,19
14800,2
16220,8
17389,49
4561,3
12645,634
17105,506
8859,31
18499,519
18048,8
19420,5274
3628,3
2761,999
13629,240
6002,2467
10663,1
11861,6870
12356,370
4424,660
10315,2528
8660,393
15066,7
3950,93
7134,38
16785,5106
16750,5098
17939,5179
5894,313
10001,3
1352,7
4907,15
1580,407
15028,238
18332,5
2646,375
9120,985
19263,7909
2088,127
15548,1184
10746,13
12203,19
87,260
16228,165
6772,383
13096,992
838,1111
16649,3070
6285,606
4882,116
9344,886
16345,112
2084,169
7412,190
12306,336
11876,150
4600,1002
11848,911
17582,139
16279,3
16477,545
10190,4623
3007,1911
16122,100
17884,3802
8586,515
11490,27
13748,44
38,359
12528,61
2391,23
4264,383
14468,769
18700,502
5882,18
7324,1976
328,450
11385,17
8746,7
16026,0
11408,40
13405,1109
17476,78
10691,232
12254,363
2993,5689
13126,453
19669,2547
2191,2
6824,4140
11707,85
12637,8
1853,116
13271,713
15534,7386
3258,362
15343,4975
9812,539
15356,19
16421,1795
18467,1
5294,312
12806,1045
19502,219
11973,180
11574,1
12035,529
3077,136
5169,178
6464,1
16563,127
18870,505
10212,1587
8612,264
11426,8
2772,1908
10039,1570
19524,277
10794,2245
15501,1176
12641,634
13176,241
3258,1477
3996,2427
16686,85
819,1111
4266,0
16642,7
4810,709
11890,150
18355,41
6172,3422
19467,157
15302,131
2701,104
12390,2989
19324,32
1390,168
15502,8
15692,7414
18398,24
3120,1136
11844,4434
17315,3786
527,1
820,61
1853,897
17454,3
11462,396
19692,1674
9270,67
16807,5103
16951,31
7710,2868
16386,725
7009,1326
7412,1
4757,1406
16213,446
13701,468
8099,83
18364,365
4866,5915
19262,167
11129,28
226,48
19287,720
14484,3713
9990,6558
8038,55
9377,105
7872,2881
4562,96
14976,1921
19139,3106
3094,303
7862,112
15847,263
15614,22
10675,6658
5860,6038
13496,183
8984,652
12740,597
13625,533
960,227
2032,7
9618,55
17032,2114
13426,539
5146,2
19084,86
10880,6684
18918,4
15004,612
7420,446
17298,56
5136,131
2938,450
3680,299
11220,871
16119,1038
9434,593
8906,86
5714,227
17592,27
983,221
2787,8
6342,2
934,3191
16411,31
16704,3
18394,144
3460,139
8660,6412
8780,1313
9592,295
19582,3
10675,2193
11412,2014
2445,155
6740,0
6648,216
1784,66
11213,2249
11423,574
11573,77
10109,6588
19722,231
12848,6979
11040,44
16308,6
14204,1563
15748,3745
11864,2889
3716,9
5326,528
2944,655
4886,685
14162,3
14970,87
15121,4967
15258,2589
17264,535
7810,452
3141,287
19250,601
631,81
11626,1034
18498,146
3611,19
8738,116
18509,562
15856,2286
4354,135
1783,458
9406,398
12816,868
478,151
4810,12
1038,173
13794,7124
8366,1467
16306,7492
4669,215
7965,571
837,3941
3757,248
13795,3
18964,696
6173,9
8305,180
2408,29
525,8
19402,32
8190,377
7570,692
8556,3
1238,3198
18874,505
16260,938
4181,3343
11114,81
2428,183
861,1
12144,953
1573,92
13558,0
18391,5209
30,1356
2004,56
18974,654
8628,2498
9120,1522
7490,1
203,1365
12256,33
14596,490
18828,655
18902,532
18220,698
10864,4477
3950,70
11649,294
10082,88
13476,1684
10614,2240
12777,0
11736,1096
14722,563
11284,86
18313,5198
7200,116
13648,1097
10155,797
9841,432
7052,168
18389,32
8490,618
16789,283
16859,5107
4447,27
3406,1473
954,682
3233,541
426,3
15928,190
17467,5145
5864,51
4868,76
12151,186
4342,1
2054,538
19486,82
7004,38
14466,1828
8970,5
2653,8
10790,454
15876,68
16222,194
7041,2481
10802,2244
13641,1097
17670,1632
19530,2649
15817,5028
16438,62
5745,82
17764,3562
6019,1357
2742,241
1996,38
4736,5895
15430,0
3724,133
16274,410
4208,5851
16518,17
4354,26
19524,7965
15817,46
3064,646
7576,27
8618,1520
9041,6452
9424,20
164,53
11694,84
3326,205
2685,219
16162,573
18314,7755
2680,453
16362,20
13760,420
1772,1
16670,1448
16096,7
15356,8
18675,1880
5875,1357
4540,996
15692,961
7022,702
10880,82
12148,75
17504,1132
7220,61
5374,222
9813,11
13290,0
11322,50
15834,1
917,247
9612,165
15702,8
8300,1419
11084,240
5092,2
3908,1601
18375,5207
9683,8
16790,121
5700,8
9968,2238
12366,249
12848,72
14206,215
4840,74
15112,7326
13090,13
4365,423
16946,82
18649,738
5054,45
754,0
12176,934
11458,2963
7962,1786
10861,4
2392,901
2031,31
14630,3029
880,1882
13015,58
18264,1
8710,1585
834,27
7180,1974
9289,332
2998,4030
14584,318
14457,48
19052,4731
16260,8
813,1263
11130,86
6021,13
9985,242
7454,444
19256,3
15704,24
2582,40
18383,169
4658,351
8032,1640
5128,67
7398,73
9378,29
18212,7
4166,89
13834,27
17818,5165
11419,28
8743,2
19202,2258
1192,3969
5182,500
19536,2628
1544,298
16068,3406
3874,909
11916,6879
13695,3693
3581,67
1885,719
7348,539
960,152
9343,3131
7458,470
17352,541
10426,4
9514,1
12176,46
9463,38
14375,194
10670,651
18200,50
2731,8
16648,19
12381,2
13430,7
1316,3
3452,37
6698,229
15218,13
908,1569
1781,66
9215,15
16223,879
2626,0
18184,3101
6136,86
4372,177
17352,7641
4766,1
8670,515
19103,4
2796,871
11242,678
13574,1642
16215,8
15830,238
10196,8
1201,432
11027,31
2468,169
17503,8
3166,331
13114,40
6684,500
11709,632
10814,68
11351,167
5470,678
15607,30
17198,241
16340,1241
10332,811
17526,7661
6340,433
17320,159
19675,209
4478,703
1718,8
7156,51
1333,38
9878,33
14956,3
5395,124
11537,841
19515,1154
6387,20
12653,10
14614,992
17000,1093
6139,0
17173,0
9644,141
16216,79
7046,414
17030,2294
644,2
2808,118
10911,2947
16160,406
12641,2264
10678,2530
2817,22
10079,904
18829,23
127,147
17490,78
17372,2083
4844,312
3326,43
5199,710
18653,356
16936,922
10702,43
13714,0
12568,1392
5954,2196
13540,2158
17104,187
6290,403
12722,969
9670,6518
3743,5790
12276,260
18035,180
6141,699
7013,6217
19531,5284
6838,600
12068,8
17366,78
19666,592
19502,7962
3287,27
2699,530
5999,547
4362,13
2454,3248
14764,701
15988,196
5118,1773
1576,2
14310,1313
19406,56
6676,6150
2370,473
5292,29
1246,1465
12366,23
15240,0
12384,370
16790,3721
15710,991
15935,2046
14377,19
18073,1354
6648,72
13921,397
7360,13
7726,1368
8526,248
11425,1809
7955,1378
19407,7933
3906,281
2624,9
8966,208
11833,41
13298,3
16419,1795
8009,1653
5534,546
8650,851
11994,28
1819,4007
722,893
3702,38
7601,23
1688,86
19112,1040
5322,2179
6124,425
18958,2059
16330,140
12536,772
7644,2
15790,2
3994,57
7141,8
17966,42
15047,1519
15529,372
4806,198
5354,2823
12980,24
4368,104
11688,84
12641,456
4051,57
8207,136
15524,57
17433,1
6144,131
13715,468
2974,56
2340,1116
3492,2153
5370,180
12160,845
13962,7155
978,698
226,311
13566,2667
14880,778
9880,460
9664,2467
5669,23
9534,13
16768,695
3969,24
11649,3597
10298,3
3636,1066
7908,1654
15792,46
16668,7
605,27
4504,20
4886,2174
898,189
183,165
11056,42
17892,38
14982,1
9708,38
18686,93
13514,58
1178,2352
4025,3
7234,27
15461,23
1923,450
10776,8
15380,3
18278,4033
2377,5609
13698,84
1372,2357
13594,101
569,660
10434,7
16788,1133
18250,1541
14036,121
10420,86
8830,373
4428,0
13688,487
14315,194
437,125
8072,41
13878,3012
3470,1
1790,10
15296,708
13407,4853
1619,158
17800,1551
7707,279
593,8
750,1874
5370,1475
90,2
9745,3554
17741,1244
5374,639
3708,2094
15620,86
18489,157
2862,19
15368,22
7547,1030
8994,45
2454,1597
19160,2305
16956,858
6956,194
10602,392
5642,2187
18988,615
8090,73
18460,8
8292,23
6937,155
10127,1991
1741,147
7110,1050
17338,121
14460,1144
9304,1214
15135,4966
15410,66
11836,1821
14566,0
5042,61
189,1559
19558,2711
4356,4214
4193,33
2050,551
11621,1034
19180,44
13374,23
2921,147
10530,144
16598,2
14132,22
8966,2909
2215,1
5096,1772
13641,533
4510,424
2441,92
2870,1747
10398,907
14896,0
138,3860
3214,4128
1321,293
5706,0
3991,4199
12734,824
13790,1
9250,595
10868,2008
9882,832
2403,31
3966,668
17512,62
5090,3320
8699,1058
11326,1337
12846,8
988,24
2986,2
6195,8
15674,341
6384,127
10958,4677
462,499
12234,522
8292,1519
4409,38
6688,135
2002,285
3121,1750
11332,121
3546,1617
8570,4273
8654,169
6208,60
13486,75
9850,1
14690,4937
15786,173
15202,1664
18775,3
9384,29
3708,128
8724,1202
4562,3358
8526,22
17422,11
9598,154
11234,693
18028,261
12982,4
15356,7367
11731,1096
4531,51
12398,190
9085,31
18274,116
4844,785
11792,3631
14912,158
15168,8
7699,1653
16242,726
18708,524
5561,1508
437,2337
5475,30
15183,2588
910,76
334,2638
3122,50
16405,81
3638,1066
5751,178
12807,3395
13858,19
14952,941
16683,3563
19076,166
898,1567
13692,125
14440,7233
17956,13
4646,340
9431,3
16160,395
11652,1679
15334,33
14640,61
10356,32
14737,917
14776,717
13610,218
6590,56
970,927
6230,3
18532,1299
15849,2045
12484,632
19516,312
15394,1779
12442,20
2770,2395
17589,9
7771,74
6904,3224
10150,2
10264,118
7372,23
2512,722
11184,135
3699,31
13790,140
14238,3020
15848,173
17872,386
7654,4469
17062,2814
6952,361
13409,136
1260,560
8678,940
14186,576
14881,43
19482,13
3681,4161
14459,3
3009,56
13222,1222
10956,6693
13032,2024
540,1371
10162,169
16010,33
12896,3
2377,4051
4978,43
13928,2574
18110,33
11793,1235
3666,4153
949,5441
6965,4424
14670,845
15986,51
7775,87
13285,0
12358,1178
12646,634
14856,36
10020,61
11303,3
14200,41
14474,3711
15483,23
7242,10
329,770
8120,6320
9146,54
16122,3062
10784,7
19618,1
11411,98
5087,2
18113,158
1658,3218
9318,19
10394,306
5324,47
388,28
15986,5037
8444,28
9082,3523
19158,40
12967,43
10393,875
9506,107
910,219
8830,555
11342,923
1484,196
18326,36
5407,3390
4715,5907
4028,325
7258,600
12784,38
14438,7
1412,8
5181,86
11429,910
17594,81
16521,4882
1957,5564
13710,66
13583,240
6291,40
15860,13
16810,168
4064,0
10882,242
13467,2671
7222,209
15742,41
12210,4
16498,103
267,335
19517,4
1122,17
6754,2864
11220,643
8655,788
17346,8
656,125
5938,36
1027,30
3961,730
12350,849
10394,682
8380,13
12357,123
8926,0
8106,209
19410,418
886,1260
2736,542
5160,267
3681,580
13756,200
15332,58
1819,264
17531,163
19674,1289
4827,112
11686,632
13235,4845
13741,62
19084,5244
11711,31
14234,65
2142,1737
11595,3426
13860,27
5248,11
7873,38
8182,40
7006,325
12947,566
16538,7
15330,408
18341,151
10698,351
11297,25
15426,190
16690,2801
1204,5480
14960,20
5362,139
338,1248
10637,1
13612,482
14895,22
7392,270
16260,50
10489,140
18654,356
4334,4215
14556,2521
16859,156
15676,152
14756,487
13023,295
18702,30
1280,473
9504,2926
3317,508
14238,84
15578,5
11311,255
5114,162
1766,515
18350,91
1697,8
4881,3
13606,482
7506,28
11433,5
12884,526
1157,158
16286,867
11965,255
8655,1472
3316,43
1445,147
18968,654
11439,136
12339,0
8019,279
1530,13
18231,114
1716,161
17825,303
895,2
1672,7
201,18
4805,23
15422,1351
16278,7480
18653,105
15821,2287
17727,17
9504,80
16764,3073
7457,221
1943,56
13656,10
827,0
11983,3
13381,408
884,70
11464,7
17288,28
3200,361
12618,1824
8366,87
4102,36
9082,4558
18709,122
18152,2
13662,2030
15858,2
17460,65
5178,6
3441,37
447,38
12312,445
19220,473
11474,450
1784,241
3708,125
14704,1
14667,151
3242,417
11732,1425
9448,772
460,2
7336,116
7299,8
8032,1265
12187,6919
2476,1700
11792,4756
12615,721
18882,2
12905,205
9336,40
13448,4856
10053,11
13460,7074
16722,46
9342,2358
10214,22
11266,1050
9252,445
3904,246
13741,1655
17394,2875
13704,435
6810,2212
9482,9
526,48
3995,463
272,1559
2699,0
316,116
16540,1659
13027,58
9458,11
12637,1722
12615,6958
18802,3820
5959,147
4562,38
6255,403
11780,319
10692,94
4354,314
642,454
14920,56
234,2322
3866,741
4118,306
17594,363
13862,27
9039,709
18501,41
1493,3990
11622,42
4166,1077
9301,3
18636,2776
206,5326
19644,32
7480,53
14621,154
14970,4856
18590,864
10444,4635
10549,183
10493,2101
12641,881
194,5322
5760,1318
19083,161
14047,856
4665,340
18698,129
9784,257
12038,282
6944,353
15950,241
7476,6252
4792,2173
17611,5151
12488,107
7732,1
9064,1151
12972,453
13528,1369
906,201
6430,6118
10421,3571
11758,22
17939,158
12312,8
18848,5236
14008,3706
15460,187
12796,40
9722,6526
3318,43
5334,139
9224,1669
2075,797
19780,5298
5700,1411
19721,8012
7448,1308
8656,9
7490,1247
18994,1122
1134,7
982,496
3499,1302
15816,1012
15604,2215
4030,4190
6528,30
16856,2602
16931,56
4910,319
12522,3652
15363,22
11034,4680
14204,1
7901,237
6163,2199
12150,4778
17722,3791
19569,101
13364,127
12144,2978
8108,88
14284,56
17308,596
3946,9
14136,127
13458,23
17356,872
16830,3
4486,259
11603,56
10858,1
3860,296
1578,809
12327,1225
5170,151
8371,232
18314,4
12068,101
14931,549
18196,32
14440,8
6883,3452
2041,2
8474,18
6573,2209
3609,2142
18524,81
5134,804
18766,18
5434,66
10055,19
13178,4840
16761,462
802,889
15451,72
16991,0
18024,5
15730,1
2592,1
3641,10
17475,1999
15112,1986
16795,149
13358,51
8678,60
14881,155
5705,342
10715,556
11036,2070
5834,1586
16781,154
9263,445
7600,6261
10876,33
2014,4036
6550,33
14454,138
7532,3
13383,7049
644,1706
15692,84
15369,15
12146,152
9788,67
6427,583
10698,312
16166,135
13066,4
6657,407
7464,1
17496,26
18754,1
18865,948
8293,14
1101,8
10814,164
4527,58
7892,48
12611,270
14429,155
8266,4421
8666,3
1603,107
18113,270
15821,2044
12511,254
6591,416
8032,290
13878,0
12444,37
14965,27
8619,264
12326,1
16484,1999
5221,5966
19524,537
7872,330
13550,32
17554,1182
13151,63
13635,482
610,169
4806,107
7282,4442
12646,2264
11404,253
11660,87
6437,765
8343,807
7670,1049
4992,497
13629,482
4980,40
10294,102
11276,22
15456,2
4899,2
7946,5
14011,1498
13773,3695
9312,978
18214,7746
11573,613
7618,101
12068,232
9203,1232
3546,0
1610,13
3592,1920
14970,1416
6319,61
2988,1105
1400,1
13500,198
15062,247
14046,201
15696,93
17049,1081
11797,8
18533,178
8059,48
1187,50
6422,169
14596,23
15310,3733
7198,2398
11271,209
15758,341
18708,18
5869,1087
8217,42
9252,966
15620,4997
8740,178
2944,5677
12800,294
11274,4718
6679,96
7274,570
13298,351
18684,0
8368,2893
14385,526
11535,2
17306,1
18355,6
8202,144
10790,255
14314,178
10608,33
11401,42
3717,5780
754,70
11846,1236
19684,848
18072,4492
14832,7289
19176,86
13748,3583
834,65
4244,992
11040,6700
11785,29
16242,7475
8952,756
6470,6123
7490,2815
5836,70
4204,1587
540,2
14560,80
11362,162
12222,260
9016,128
3022,8
1416,25
15256,498
5146,417
15002,154
117,107
5346,56
3994,217
17367,50
12183,4784
13748,150
17856,3093
17475,301
15814,4988
7876,4
18862,50
7862,83
16834,23
3636,873
2822,13
9164,381
13713,154
10815,2943
12486,80
19170,178
19668,437
9343,1558
19308,324
13689,468
14783,163
10264,0
19407,48
12125,1680
17612,2299
9068,135
306,558
5745,1150
9974,271
18929,1058
3065,621
13732,247
3987,844
11393,28
11612,128
10992,825
3772,1306
1002,246
8906,73
13229,43
4533,5870
199,1102
16506,67
17554,4947
10666,33
15030,573
14012,13
17564,32
8691,458
19103,222
12275,30
13178,7023
12882,96
4784,298
12284,336
14300,304
9262,196
7994,2493
7674,165
13006,1
3065,169
11852,387
12796,5
2585,594
8800,24
4204,383
7290,484
3080,187
2252,1384
10336,1084
3995,51
4768,107
13864,616
19391,791
11373,19
18810,336
29,2065
10536,24
13753,88
16666,1545
1892,3
14280,2107
19609,3120
10408,353
16788,3775
757,893
13570,1396
3624,500
886,19
13625,263
18933,168
448,165
9936,340
16282,47
5572,3911
3681,86
10732,1337
6676,2475
7796,128
9126,67
18805,31
12969,5
7600,819
6100,36
16256,573
5422,8
17385,2055
2168,4040
5274,3
16059,17
1963,756
19358,2309
11056,121
6113,0
5928,2352
13275,674
15466,511
2068,1722
13595,23
12696,445
6508,44
3658,723
5596,41
13756,2
9380,407
16328,125
17978,2449
13530,1063
18457,3
9465,265
15214,8
9610,968
15010,3728
19313,2568
11578,52
16346,321
14861,1347
8454,3260
17129,3765
3196,136
10200,67
11573,383
834,547
1192,3197
14614,1725
1576,476
14662,1890
13010,126
10336,2528
10197,282
18751,135
10361,6616
16370,93
18332,1
12160,36
1220,2
10546,1790
6515,436
6155,711
16116,1260
717,56
14444,32
17582,723
8456,6358
16609,48
18556,3
3720,169
1978,37
878,117
10430,3571
13753,297
17496,63
4684,85
5770,40
16251,0
15310,1098
1546,240
14696,2644
15070,22
8984,1774
18395,810
3464,3133
18194,339
16152,7468
13669,86
15600,13
1488,7
14885,227
2093,33
2183,163
8548,8
4796,349
18702,36
13136,3
12511,133
6192,61
460,3155
1623,192
8838,247
13758,231
452,1451
6519,953
13624,135
7630,19
11490,23
16792,5038
12941,648
16064,41
4806,12
7839,74
3862,62
17018,882
5938,845
5479,303
10236,3
11597,1075
11823,41
7402,6240
11593,1804
12721,271
11892,588
15816,0
4036,27
5166,41
14094,40
18710,921
3579,321
6290,76
15859,19
11612,42
16055,2461
9224,8
14121,31
19454,13
14454,3710
18662,5220
18696,2573
418,28
11220,3606
11867,597
5022,3
4025,57
11892,0
3135,1750
10700,42
15786,252
461,43
523,48
5752,41
8096,27
9605,2883
3056,255
6606,1395
13580,218
16952,273
3556,804
15322,828
18213,341
3658,4151
13381,2
12262,496
6730,2
6241,55
446,163
6159,4355
3548,1079
2377,150
18037,1570
13692,616
8910,154
6863,147
11270,3610
11786,41
12564,187
7013,2215
3312,125
7100,470
18914,2060
12750,597
17948,219
13942,1066
8740,595
10814,308
14702,3033
15010,1045
9962,12
13199,1
6548,7
5954,3
13184,4841
18818,517
13729,30
3064,116
6450,2637
14894,30
17852,437
17034,2296
17990,247
10437,33
2358,2657
2408,1595
4800,2
5098,2175
15956,3
2756,8
2120,1590
5028,50
1919,3227
663,1
22,139
15476,424
8132,75
18305,31
6141,711
9745,1995
17802,51
19032,5
8546,1
13572,240
14600,3028
6536,18
8698,196
19666,1468
18494,845
1900,2
13258,101
5810,25
1348,3205
1369,3986
9382,43
6750,2210
19668,7989
13066,1132
348,3
258,311
16263,51
4669,5879
18391,53
4740,1942
13557,240
16499,5079
16968,635
12205,31
14658,36
15797,173
7016,6212
6222,4363
12138,194
4716,705
1658,5530
9598,532
13946,0
5350,0
19406,140
14369,168
19374,3738
188,1102
10768,1423
12110,6900
6027,1962
18462,247
8241,2
19382,36
731,145
604,129
19421,450
8660,6408
4779,4
12568,124
10230,282
3065,140
199,3140
14158,7169
11559,42
7904,734
13764,1
2118,5584
882,1
11130,312
8689,1286
11411,19
17131,31
14885,89
3640,440
817,1111
18919,1692
2706,542
12275,577
2685,542
16321,58
18697,450
19566,196
14896,765
599,450
16468,523
3575,1141
3234,2755
14822,919
15472,0
4841,1311
11184,1017
5233,13
19780,738
10688,232
10879,266
1613,33
17685,341
3212,122
13460,3682
4806,170
16788,1
11726,4749
18938,72
5119,1773
8514,67
14038,487
19383,832
9581,1523
3576,43
12685,2261
222,13
13422,8
4810,8
4796,107
12056,775
5854,502
8071,30
13131,46
16966,826
7144,5
11456,66
12386,123
13306,56
15675,33
4030,5824
15290,1
3187,177
18287,341
6452,2727
17104,154
18206,165
9883,3560
4548,2
4610,5
15409,78
3998,384
6158,133
5449,2
14996,66
19175,166
16446,8
8864,497
12546,13
10260,70
9843,6541
19350,38
5672,38
13752,3531
14614,4929
8822,0
15620,1067
15408,17
7808,442
16130,1980
17930,13
698,2665
14302,22
7555,4464
5226,86
3694,220
6880,1082
5248,5967
16502,13
264,1174
6051,232
10121,560
18712,3
19046,2
2264,43
16316,5068
10777,1532
14475,973
3686,1491
7532,53
9198,1232
13694,0
6236,656
12160,89
3882,76
19714,257
17776,22
11364,407
6194,188
12564,2992
11220,6746
4881,2173
19166,7881
13308,169
12844,971
14934,427
9976,139
18636,23
5115,150
19366,5262
5486,395
18518,23
13646,240
10204,107
15296,20
11743,19
6589,1183
4310,3347
13530,3685
4531,246
8970,1
17610,502
14282,1151
14338,50
6420,2
7084,25
15472,187
1832,5544
10977,3595
1777,196
16650,2
14674,13
11326,506
3634,3
880,10
19104,397
1184,50
1133,241
3362,2149
18933,88
17594,23
8518,257
4858,419
11143,178
828,8
16026,41
12696,2508
16929,3776
9405,464
4913,15
12817,72
14212,105
11647,361
1332,575
15792,3746
15188,1835
14637,603
12011,250
16963,858
16926,338
17346,78
18864,1554
451,325
17173,1039
5924,41
13420,1
11353,869
4696,5882
17184,12
1108,5468
6997,31
7661,8
1748,101
11256,512
5732,865
11240,133
12583,2260
1704,3
7158,2
4173,2
16328,205
12444,1994
10960,6696
17598,2
14016,38
4532,2803
5224,679
12262,1966
3897,203
3219,947
15346,4974
1908,1
11036,2211
3062,73
3214,122
14872,1347
16285,3
18157,19
1903,270
13590,2239
15782,7
8182,22
17034,874
16688,418
19682,3124
3460,365
8317,1
15814,1012
10504,166
13797,31
4447,136
2892,1006
7902,0
8132,2886
9236,1334
18858,13
7656,6271
14434,365
17482,78
5846,135
13635,93
806,209
18132,4
9883,2934
14759,2037
11821,782
568,38
13065,8
10717,42
16114,539
17126,56
19124,6
14894,3
8009,56
6048,40
12511,21
10028,67
17338,24
10523,2938
9246,0
1646,19
17181,702
11650,853
1208,229
6758,2211
12958,6987
5750,1960
12649,881
11836,327
7616,733
14315,7211
18620,75
9812,1336
377,141
4354,365
7016,8
8118,7
15556,3033
10084,88
11390,263
1421,1
2796,1076
5919,519
8698,161
17059,1549
5190,65
14812,3036
16243,410
8603,158
19536,537
16573,3770
11977,90
10824,2
16611,3
14379,8
5058,522
7814,185
14607,8
3235,541
11393,42
15520,739
3583,1141
5016,42
6518,94
17168,1169
12408,19
16172,27
12447,36
9235,504
1197,30
15182,694
4784,356
13643,1097
15696,2
13025,1682
12564,2826
5457,3
1480,125
4968,80
9280,445
8768,321
16064,961
12150,2978
12916,1580
10275,931
1281,493
2630,3265
19420,682
13471,16
8254,6332
5894,56
9028,34
17940,722
10675,1854
8910,10
4660,76
166,13
2053,3232
4736,1279
6330,102
17808,7
12240,396
10976,1077
3516,5751
5256,169
13776,129
564,7
16272,406
5896,3410
16279,2017
11587,1104
18509,521
8632,0
10033,2002
3283,26
1412,100
4400,546
11122,6705
1308,53
19124,137
18829,19
8032,2
4752,166
11377,2238
11864,100
12910,3195
5872,246
16498,19
15481,341
5754,6
6244,203
14787,44
14193,28
437,3163
4827,1560
9524,11
16636,2600
7412,1649
14303,96
8967,6446
6206,154
15298,467
14970,1204
11512,28
10336,281
277,8
10626,2529
11762,4753
13756,84
11470,149
19663,265
3356,748
1178,12
5729,31
7764,784
13504,20
7547,56
2929,0
13543,141
17582,2680
15988,192
4338,11
10572,2
14662,3719
2294,13
4220,43
4618,5873
8984,1276
11540,33
14475,928
2568,8
1912,13
12174,928
19726,974
5748,178
16289,31
6644,154
10044,100
5001,1
2791,461
9687,6519
7988,1984
320,1104
908,3953
415,1047
13437,462
15972,1
19102,70
17931,2608
15112,173
10547,19
15816,3053
4859,19
6878,3453
11658,601
2278,450
16428,356
3168,1610
13095,177
15296,9
123,31
1534,665
17756,698
18351,2641
19652,3847
4531,157
7308,7
11220,4704
18274,938
19670,359
5350,5974
16321,170
16293,4
3118,10
11924,1237
17300,3586
5547,1955
7203,9
4017,364
18874,817
9780,612
9093,2
2405,8
4866,231
3862,116
12288,726
266,3140
14860,206
19076,8
840,1057
10869,1
14190,18
16278,410
960,38
2840,0
5520,135
11256,41
5084,222
17822,0
15945,130
5984,4339
1784,1070
6756,2
13059,58
14094,118
4306,205
13937,51
11810,1116
2057,20
10844,22
13116,40
15778,13
591,36
6661,1782
13275,713
7200,316
2934,2736
1990,387
11431,766
9274,843
16856,1
6956,4425
13663,616
2763,165
11986,2
11714,449
14154,121
13024,4
16380,13
2857,57
1058,5456
5078,194
3470,5
1864,140
5894,230
18194,56
11208,693
3479,329
10880,2092
13407,4849
9551,40
2004,616
7631,819
14314,5
11748,3630
13518,13
5224,8
10695,351
4844,2173
18438,282
12321,1
1512,4
18812,1637
19125,116
10671,2530
1394,88
5228,583
16979,47
3938,57
16430,373
15704,1
16965,0
6169,2472
7170,4
16499,146
4023,752
16303,2
4046,531
4796,298
19172,279
468,59
12097,31
6092,6069
16415,257
2950,263
3284,1913
6226,2852
14418,7
569,1453
