a_id,o_id
36,353
93,737
8,829
1469,2392
405,3566
53,1583
8,2392
65,685
7,198
0,48
330,1307
237,2771
13,1218
20,162
996,1871
96,536
1037,1231
301,711
36,7384
54,385
12,909
5,84
192,613
30,569
67,1280
1,4570
108,344
71,100
104,6716
520,1574
133,321
52,823
464,4208
427,4100
75,254
278,433
90,4310
448,3824
17,57
259,4
210,1366
35,557
752,41
106,1287
23,84
620,112
61,5390
154,20
1611,446
1867,8
259,4919
54,1289
1,2739
853,7690
6,632
54,660
24,679
4,4752
395,0
97,288
422,1039
210,1
120,127
874,40
16,842
0,335
95,2578
25,172
1113,589
1089,4680
307,2562
5,4507
1325,32
6,196
16,3216
89,1682
250,992
31,275
54,208
8,936
60,6144
185,16
1,5134
0,139
47,7794
655,2128
7,5708
610,3093
315,883
68,601
221,6797
1007,7122
3,1230
469,27
169,183
0,2924
14,41
217,163
71,1908
519,3124
16,1725
97,2258
15,6237
1198,1102
59,1989
45,1258
151,54
66,1374
40,81
349,249
139,615
766,634
254,302
127,36
164,50
5,1138
344,1346
175,402
203,1209
76,905
2,36
477,198
64,277
6,8007
149,932
45,19
18,5877
27,6580
3,547
49,161
72,30
0,1663
21,75
17,3012
0,6949
13,1832
1106,117
20,4
6,51
1514,222
140,3137
89,1567
587,808
15,259
181,55
1108,3454
1744,654
171,158
7,556
143,28
0,774
556,3551
18,1587
15,5001
9,88
241,5211
288,1
4,965
22,1050
119,2
412,418
271,361
972,170
566,2978
930,658
667,301
706,461
72,1329
37,125
2,375
200,1161
22,237
6,1318
18,6052
38,1175
1,422
26,19
100,7905
964,1385
23,866
249,827
32,1311
55,13
493,3136
244,122
408,382
1406,800
486,139
555,694
1145,58
633,270
1,98
1329,28
148,102
224,708
166,1243
30,6
1393,1842
0,85
84,5080
796,6378
205,36
461,186
16,3974
640,20
218,0
61,598
547,615
56,74
879,1850
42,101
5,127
7,673
41,2015
482,495
46,1748
676,2463
682,36
11,1244
29,395
1599,248
61,26
10,1352
250,85
492,2042
286,7753
6,4891
53,807
23,51
710,139
41,880
80,794
16,2830
50,254
112,395
22,120
1410,791
75,1466
1,307
3,349
1829,8
224,19
120,100
318,1233
191,3373
129,0
825,1251
4,1984
101,324
48,80
295,2104
239,202
1055,214
172,241
82,371
285,270
2230,907
1069,6410
107,972
734,1403
24,8
155,1138
4,4337
625,1176
111,125
171,56
4,7764
180,314
46,1447
14,2157
11,480
553,945
147,32
54,2218
80,13
16,3697
68,614
905,93
2,4227
319,695
856,2849
300,3773
59,5666
56,469
42,232
18,3766
28,11
233,1347
8,3743
735,29
295,3200
57,606
4,179
223,3490
1,1127
1915,72
622,4040
306,2346
658,195
3,10
2,5418
941,1372
17,1590
466,3708
122,2282
805,129
0,1064
1199,81
23,196
14,1253
2059,6933
1085,187
144,257
70,387
1,136
74,2234
21,1937
289,757
5,1745
229,6802
44,121
170,6831
537,8
1720,7604
392,633
101,201
22,7011
1906,1026
4,3502
6,84
114,1584
114,215
1456,48
23,6396
660,32
275,2
194,206
1139,8
5,2314
94,2915
650,173
212,542
27,1830
32,396
431,380
53,5107
38,1
24,1615
1710,7520
1,925
5,361
388,359
248,5700
14,2612
270,1442
76,1365
4,294
1473,57
413,2718
306,58
598,2158
57,1152
36,919
1071,201
22,198
130,127
2,5281
872,1374
1741,722
101,3424
83,50
106,241
585,101
827,32
59,922
22,258
135,33
45,163
301,825
746,48
1,5
8,871
1015,1048
584,186
893,912
147,5108
61,2578
148,67
572,587
390,0
141,1158
30,43
0,74
23,1190
205,63
1089,4981
654,1040
682,525
67,7358
498,3413
271,37
1,1729
8,675
778,395
137,1
8,2270
5,26
63,7415
22,4255
122,2700
175,1530
72,3424
392,32
4,85
12,4733
1,3616
1242,57
322,336
13,993
910,81
819,7632
10,1365
1,874
5,734
28,273
397,100
81,1493
226,150
544,255
6,6555
168,3
100,1409
1,470
1128,1675
691,7066
206,281
218,4338
106,100
16,772
452,8
385,81
30,2481
253,100
25,2647
96,161
495,27
465,28
2150,4287
907,466
53,1658
798,8
104,906
242,40
470,56
110,19
1489,0
811,28
291,5032
251,2407
16,3606
21,7711
1048,1
61,710
6,3072
441,512
5,399
706,12
65,188
113,136
422,232
168,1495
458,5456
9,853
133,508
947,40
5,5822
13,150
165,43
1,1050
106,5734
151,8
45,517
10,1240
250,197
4,6038
1004,94
1,743
3,17
79,858
12,3873
72,524
14,691
46,0
11,3407
325,55
2,122
47,4945
25,267
61,6910
37,7180
20,522
109,2653
6,557
174,279
1,163
201,2959
42,1421
63,549
21,17
290,3387
23,615
7,34
22,7481
341,1024
71,923
524,5388
48,32
11,180
124,283
6,105
389,383
156,1566
335,1348
266,349
471,260
185,107
81,458
139,1346
432,3528
143,38
590,373
10,6874
41,1816
159,1052
184,28
105,766
52,19
77,576
213,0
259,360
65,9
431,159
145,2
189,1549
3,7153
50,385
244,2083
0,4525
38,1869
409,215
469,1103
1444,809
1250,8
150,206
1876,5927
106,154
16,174
71,712
33,6072
10,3180
1845,4168
1583,28
22,359
82,50
68,225
1,56
176,2
12,408
0,1540
208,371
129,2464
44,9
26,3031
15,5216
504,2369
69,2852
127,3574
100,22
73,5810
7,2294
183,1145
19,8
625,1509
683,17
5,37
185,1933
92,1345
99,423
62,57
618,1245
5,4991
20,1960
75,15
368,19
6,1167
8,196
201,1321
213,2602
5,2910
9,591
16,349
267,1795
23,2990
117,1952
610,1635
3,263
1112,53
1919,874
107,2599
122,2529
291,0
5,1298
26,1539
44,312
7,324
1058,1046
392,1181
9,1035
106,1
1134,3445
48,138
11,30
34,341
292,525
1221,32
119,698
54,3
236,1186
128,129
19,3388
84,1090
10,173
8,2322
21,299
32,1824
6,6819
1302,636
1646,6984
195,278
477,2708
38,832
294,222
8,307
234,1175
17,699
42,30
14,152
32,1772
593,3061
420,919
4,229
27,140
193,164
1650,26
216,67
371,2509
6,1530
220,1546
79,833
374,263
268,400
30,1075
35,487
1356,375
111,1360
2,151
191,1401
720,4467
103,93
585,806
351,5791
50,171
790,87
59,219
22,461
619,3
117,3466
16,5710
63,512
862,5816
1573,29
699,24
74,1543
298,1427
7,57
658,3975
104,606
427,829
139,1693
404,2319
1257,2163
34,232
1,1794
688,196
342,389
53,1770
579,122
103,6656
685,1358
1127,525
507,36
2,1890
1612,4663
80,178
27,477
66,125
38,255
43,1443
213,107
414,1054
1128,14
307,27
66,5879
251,502
37,6435
984,36
677,79
2200,23
31,966
490,356
573,2483
40,43
3,161
386,43
259,203
960,76
68,2221
26,194
220,6624
6,4155
104,1293
90,1312
881,7275
952,1295
348,104
25,443
27,581
260,1193
6,957
31,26
112,1046
334,3809
1,211
289,7475
453,436
367,3
198,5820
44,38
120,324
390,62
1,5381
530,1161
1,5090
397,2679
373,1807
74,7108
1687,380
38,3331
43,247
0,5450
1996,3472
134,3610
54,277
17,7172
536,20
114,0
65,1296
17,609
167,2483
494,335
42,436
5,192
321,235
104,133
468,1338
69,1225
62,2
9,918
853,1917
48,1020
338,3590
348,1403
690,4703
4,927
90,3218
8,41
375,1987
485,891
169,122
397,90
535,276
2,3798
892,665
214,1653
1051,314
698,1102
131,67
4,467
117,118
373,28
11,553
306,231
158,571
1,492
3,298
12,36
581,3605
676,3
467,6965
28,1138
0,7891
219,985
403,1506
209,1495
200,58
258,2938
7,5236
135,76
18,6574
384,80
72,451
1247,5668
79,2036
21,278
10,7526
0,31
412,7245
755,5352
265,173
546,38
43,96
158,435
56,4
704,1456
13,6045
321,96
166,72
22,7823
294,7264
16,1569
2,1612
4,2
1,3659
72,4357
283,93
45,1110
640,538
292,261
22,1018
792,709
517,2296
10,1294
250,139
340,9
1,701
2039,88
369,6440
1379,181
60,15
1478,187
101,1057
48,3507
69,215
16,493
689,970
11,674
370,7973
103,56
26,5161
89,602
36,119
20,604
128,1386
260,1091
22,38
59,190
7,3214
144,464
813,2254
153,38
743,121
33,584
21,231
5,1698
528,133
196,19
525,2115
32,1492
0,302
48,26
151,7839
504,1206
10,61
252,248
930,122
757,3157
494,37
143,232
74,859
194,7252
59,1318
1276,1633
15,83
1551,2480
213,86
25,4376
19,261
418,1802
42,174
417,4233
374,203
14,8
293,127
136,438
71,190
94,101
1085,1432
4,373
135,1097
59,399
663,139
135,562
361,619
17,151
554,950
222,856
234,2142
35,375
37,301
144,4053
429,51
16,88
21,2125
186,203
352,63
22,445
44,67
7,73
233,14
286,0
1676,121
302,1050
85,650
401,699
20,27
6,18
564,600
2,7989
181,8
128,396
38,899
24,205
831,194
33,1
321,270
5,2368
258,1061
678,6249
735,260
24,1673
8,14
317,28
184,5570
118,40
292,5045
14,407
307,395
789,1811
2,342
4,504
157,6425
64,3
1240,1905
133,1137
6,1281
1,2874
10,1080
513,1779
206,456
409,106
52,3802
49,435
12,1
305,9
92,102
76,803
55,18
756,141
385,2
103,294
17,6115
149,74
1514,480
799,0
1,67
381,1821
116,770
409,678
30,1930
405,3562
0,1705
267,7896
7,194
233,891
69,1541
0,52
228,186
366,40
29,40
102,2826
96,2983
8,381
801,32
139,3513
33,158
466,2625
275,201
5,80
948,32
14,166
270,76
969,791
31,4436
67,1284
1044,186
92,881
2,1641
422,3622
170,307
27,198
11,1277
271,467
90,4306
26,7413
84,140
361,769
192,2650
1020,592
21,1129
65,297
72,731
383,1
37,131
166,489
60,100
23,80
1185,695
9,1442
35,2122
797,4053
94,3935
1180,974
22,27
6,636
61,511
31,219
547,1692
49,40
21,194
2,785
152,190
1253,7141
214,588
57,263
1008,4916
285,495
91,32
165,1897
54,212
1177,93
93,626
259,1408
10,6
130,1091
20,5326
427,179
7,951
67,216
9,1594
346,1
191,187
90,3925
66,51
50,3980
91,1004
769,622
294,3
542,2073
75,6988
136,3781
109,0
0,2912
140,4705
104,384
194,286
17,2251
14,45
0,715
189,25
41,2
13,220
444,56
1,557
10,821
247,730
434,853
127,32
24,2773
156,4339
439,2264
685,396
12,2318
2,32
39,3347
202,2100
4,1750
64,361
8,6576
87,1543
322,977
7,5557
112,549
633,133
31,76
59,2763
220,27
116,164
499,84
10,329
2,6001
102,979
72,2
0,1651
7,100
1017,1536
57,4087
205,427
341,603
20,0
6,55
995,7443
123,1763
1,1877
38,612
1833,4142
2016,487
33,100
879,189
5,246
208,14
821,116
8,4077
757,2650
807,1
226,766
17,3937
20,3652
71,6511
398,249
38,32
8,19
1788,2355
95,166
5,330
26,603
155,117
14,440
37,121
108,66
717,1132
4,261
1,3440
64,56
85,1410
451,1052
295,2687
255,2
22,225
1,442
7,277
46,453
325,370
76,824
55,9
44,2034
36,3031
991,973
11,943
149,53
22,301
529,575
361,55
49,2485
266,2607
1,102
718,149
280,43
866,5843
856,1273
1,5288
30,10
35,1468
0,41
980,1178
119,303
1793,220
29,67
89,2024
1394,299
419,1083
6,1545
27,6977
776,1784
221,4532
4,4558
56,78
35,7519
42,97
5,123
25,6198
1997,118
113,60
184,4038
666,1494
18,9
910,48
988,1148
17,80
109,1002
6,2736
69,7235
222,27
118,88
36,4531
9,3048
106,1324
1036,3928
535,355
60,65
94,2309
302,2
325,163
18,717
4,392
117,1
89,608
4,4067
43,1807
6,657
13,3691
18,5911
10,2952
38,1030
109,1326
8,1141
10,559
430,2732
49,3
5,1384
224,23
245,7598
263,32
9,1089
129,4
99,786
11,88
1464,3254
456,249
1,2326
87,2230
234,434
653,2342
91,455
56,925
111,121
444,6269
224,595
1757,246
1,5157
14,1562
182,1756
184,3605
602,2511
447,232
267,638
18,312
57,166
366,408
20,286
80,1
148,4806
8,461
17,641
28,7
30,589
14,86
262,4137
0,736
187,942
36,4050
482,126
302,461
1171,56
1768,28
216,61
84,252
914,341
1,704
3,14
15,2839
1364,4852
254,311
11,6083
8,3295
0,1068
37,275
74,153
13,4657
164,27
18,3037
62,702
16,18
18,576
2,93
154,128
562,5
841,74
382,42
22,395
405,497
82,158
1721,951
1,140
1306,55
33,531
699,66
58,70
7,3
178,3203
35,1558
106,458
0,499
203,732
348,259
12,5663
4,1079
408,88
461,28
27,1278
389,2043
2,1252
440,361
6,72
180,3843
407,1035
195,1
626,999
474,72
24,151
63,30
171,169
215,1492
88,633
455,6597
754,18
332,124
712,482
353,2544
525,1724
66,163
595,4384
15,238
38,5
3,1346
374,28
411,2
51,43
655,303
90,7759
193,5685
37,68
0,7366
198,217
73,1764
25,1589
80,696
876,2472
285,1287
25,2450
124,3048
1,605
56,1952
222,781
1582,562
83,54
1074,76
885,373
228,680
101,422
1369,1592
126,75
10,3087
329,1835
96,42
1,25
79,448
86,548
231,517
125,2
300,386
679,4462
500,3062
1291,0
16,1076
997,3575
2,1147
17,5477
59,602
66,370
29,126
10,2278
52,257
303,1887
241,248
114,70
1398,1256
184,4800
229,919
11,5060
333,3570
449,5116
1326,899
136,90
906,418
1589,4544
133,371
193,8
1140,740
236,1942
368,50
27,7584
17,107
141,7781
356,1142
4,7298
37,201
0,1526
60,190
23,42
173,505
268,2215
101,1266
27,2291
553,107
1376,7184
52,6950
147,3574
560,1337
149,1356
154,38
1,3296
64,424
433,165
36,6
112,356
54,1371
995,555
467,1567
7,1984
1103,6146
21,136
5,1395
166,867
62,1104
14,1475
92,51
94,3521
20,3500
610,2460
64,532
48,169
304,3
968,490
94,1084
20,967
4,3404
186,43
1,2313
232,293
1687,2584
10,76
229,88
734,7423
1179,1438
494,84
21,332
67,2
346,87
5,2476
92,1655
214,198
1519,51
91,2525
312,5309
256,7225
15,0
255,911
773,101
42,241
5,395
1918,600
5,3269
1272,3376
297,86
4,196
246,19
0,6091
98,26
296,41
5,591
438,5703
102,461
88,139
46,4
16,55
2,118
4,1560
230,496
13,342
334,2206
82,187
29,1472
26,6850
1,167
1456,1741
153,28
10,447
1973,4572
21,29
5,1784
648,1897
332,1522
7,30
210,166
736,7902
182,0
76,515
11,168
580,2
564,655
184,6271
241,422
370,2
457,2645
100,495
1045,41
199,485
5,188
26,941
217,830
53,160
200,2304
9,10
50,1234
438,1089
1004,265
28,183
175,1692
454,8
131,55
4,335
27,998
90,3362
262,1155
31,1346
112,206
444,133
236,359
3,158
409,219
10,750
107,2734
28,635
178,424
201,25
0,1244
97,88
376,17
309,547
680,201
2,973
696,1247
405,97
391,82
920,4782
695,0
1,60
393,698
584,131
215,255
1400,37
1474,1908
76,2835
21,418
7,147
2184,7624
309,487
242,906
78,220
228,201
402,4354
13,1167
66,367
391,534
10,2243
218,82
38,969
755,361
56,152
64,4848
0,2116
169,927
5,33
298,61
184,5184
1743,696
1684,7263
90,3189
670,463
271,384
165,141
38,405
142,1603
1158,435
404,1174
5,741
351,871
7,1051
194,3646
88,37
574,261
23,1
474,4429
687,110
516,134
64,77
11,598
6,719
607,2048
24,1215
1297,8
197,48
2032,122
12,203
877,1075
58,377
37,616
1568,252
224,97
44,308
9,1039
159,5
491,573
92,40
2,832
11,18
115,2386
82,421
15,619
24,470
10,169
179,3678
53,1633
81,116
30,447
22,5063
32,1828
242,1
292,2602
779,7348
81,5403
1742,2
112,1644
8,311
190,3
1239,28
102,3455
152,5882
109,81
810,116
473,190
242,453
102,6218
99,84
1736,341
85,9
71,42
2,1583
389,553
11,1287
112,40
50,2182
84,198
1758,560
3,56
113,2182
1071,5696
3,2453
164,205
60,46
353,28
915,2044
25,306
922,32
27,716
73,30
36,150
329,2020
96,4073
1401,72
3,500
206,141
49,118
33,617
12,382
1,7975
72,209
519,265
902,1683
353,728
489,8
394,29
110,331
1032,1699
152,2387
43,382
262,28
135,294
119,523
142,582
91,106
6,1773
40,1431
164,1349
454,3871
7,1017
194,128
104,30
39,40
703,1
25,682
64,1088
54,2419
75,3648
29,355
1816,11
52,4
1447,23
217,5547
736,3829
2,4136
1451,225
0,2858
374,42
990,6348
496,100
73,3253
830,841
235,769
55,1594
2,418
320,1
1726,78
112,163
17,6411
13,3719
340,435
1,619
43,3788
93,133
3,165
367,1206
5,991
335,120
380,4452
10,715
328,490
588,632
97,51
1,5981
882,4456
429,20
16,71
71,739
1652,7468
20,3427
1293,100
6,945
37,5693
31,6
181,437
54,941
206,24
176,27
33,742
17,1049
89,4746
23,723
7,174
0,408
2,1201
650,1893
111,5236
232,32
15,321
181,105
536,24
2231,5242
547,696
9,3904
19,2035
194,23
280,3212
0,964
110,1810
142,9
303,6629
17,6724
536,980
317,61
71,4762
123,370
539,5836
658,27
70,799
199,953
56,313
1158,468
759,1770
1146,769
685,1667
83,337
1116,1193
230,2836
198,2
410,18
89,721
188,131
1,480
2174,1231
676,15
79,2492
7,351
267,1702
48,227
253,182
163,178
122,6992
164,4820
8,7696
414,1
112,1157
116,865
268,1790
86,2068
16,766
0,19
132,2244
664,58
242,26
25,576
138,161
27,1054
364,521
110,93
4,714
209,380
20,1760
1,1640
294,183
3,1190
8,284
160,183
342,163
9,3789
824,158
56,8
132,165
5,433
993,4594
72,1086
14,129
35,946
768,421
166,76
15,4688
62,141
4,14
806,2528
297,28
697,3866
11,1306
46,5117
6,1043
190,672
1067,5278
86,497
17,30
101,5907
81,7884
176,1465
25,6696
856,43
858,1529
74,40
37,164
169,3648
447,3121
325,121
1692,1
500,241
50,128
140,2
433,8
242,2732
539,3640
240,5857
338,135
582,162
1,381
10,485
1444,40
328,0
44,196
458,4506
67,381
16,941
2,752
385,248
4,1926
48,30
11,98
251,633
108,1190
220,2112
143,4462
45,447
139,2282
91,1
3,855
10,57
176,257
342,370
24,3617
609,573
37,3132
42,342
0,878
461,497
117,7684
1094,2459
1300,18
57,220
152,2868
29,158
89,179
2144,1542
1237,2127
95,18
132,40
14,12
35,831
208,1305
136,442
9,652
318,1926
156,2289
170,665
1014,14
27,48
135,1093
13,253
511,0
1,2977
70,1
1,526
43,3811
3,72
17,1776
639,149
2136,3733
268,28
766,665
762,5429
1284,2460
147,2621
14,1191
69,88
989,23
2,3
154,198
24,7786
422,2599
1,2669
257,96
24,277
870,100
31,3718
8,2773
135,5511
21,104
2,583
366,2570
25,798
38,5800
1095,1103
2,1194
608,177
326,2744
59,523
11,1720
670,57
5,7591
174,1223
674,151
1068,43
5,215
872,4
7,521
20,2240
16,1871
2220,4875
772,286
405,1860
423,575
507,3166
8,50
7,2664
1,991
53,2266
169,1
37,26
5,2816
68,4757
1196,3063
766,2791
9,569
2,338
54,1162
1,2878
32,5729
76,4513
822,635
90,6114
53,2718
79,70
5,879
127,842
8,2820
272,1926
395,2344
106,51
753,2636
36,361
6,833
278,698
172,89
269,1073
179,1167
184,7971
54,93
1,71
280,10
10,159
1686,87
148,1
26,1161
0,8
5,2173
1120,248
2,1057
4,2122
1,1539
497,28
61,627
13,2820
393,169
750,1
402,41
259,688
1075,842
136,2041
284,5
1622,6771
497,7491
32,69
18,104
4,43
133,329
13,803
435,177
543,1367
2,5554
127,187
0,1456
5,1269
168,193
363,4649
858,2780
103,19
140,31
54,1281
22,31
3,1989
10,2987
183,8
760,2981
44,225
7,495
263,1
64,2547
106,422
5,3886
36,2169
78,0
25,180
392,657
6,188
465,94
39,4836
1228,1829
513,8
123,1386
10,2
917,7599
570,58
111,158
337,821
1,5126
0,131
1685,27
424,606
80,224
26,5933
15,122
2,4222
86,165
199,126
151,2095
0,2916
132,53
26,720
9,2298
352,4182
293,70
311,2973
613,525
99,139
32,208
274,373
419,3428
4,158
1436,51
1585,2895
27,87
1044,3948
124,3537
87,1247
232,3575
202,19
737,654
84,19
10,1178
70,26
1,545
178,507
37,308
23,225
46,66
92,260
27,659
169,4650
177,2
659,898
99,2973
4,3125
1,2560
6,1007
2035,2012
220,23
24,314
462,76
10,373
72,6
21,83
7,96
2247,27
286,41
219,198
1524,125
2,608
1,2252
6,43
11,1695
825,6343
446,141
146,313
1125,2
455,4623
237,26
459,2876
41,311
313,442
105,696
3,1443
8,23
169,36
5,694
37,101
203,325
943,1
1911,76
406,1857
613,1111
818,1005
50,67
677,38
292,4
91,1081
1,3025
731,4400
290,5977
23,7722
1488,1079
0,1158
1199,135
7,273
55,5
30,2089
525,293
16,2647
5,4153
920,2061
135,2
881,4580
324,73
54,118
1,122
15,2493
312,384
53,1490
21,472
76,2901
231,3279
30,14
27,3535
11,3010
285,7947
498,38
1,2137
52,224
233,4356
137,38
446,56
451,3438
19,70
7,665
231,2356
136,121
339,594
32,58
262,2845
4,48
96,945
27,241
50,3762
179,42
421,41
356,754
305,1332
26,298
7,1117
23,75
147,2938
5,3445
2,194
1431,22
17,6187
72,5162
490,0
8,1145
139,133
162,766
800,2477
141,495
367,299
263,28
9,1093
16,871
0,380
25,223
21,5091
200,147
20,998
200,5033
7,2533
215,58
508,32
101,4854
111,133
179,4648
7,846
41,6976
90,128
9,190
85,395
599,1
8,7169
827,1063
294,24
13,2196
123,22
86,158
109,23
779,4100
0,2201
5,492
28,3
429,545
401,0
41,41
7,6183
142,297
146,2048
1624,1171
62,4072
326,85
296,8
10,794
677,3414
139,626
7,1238
842,63
16,22
150,2557
44,2192
17,4411
154,140
45,38
31,87
2232,23
1,128
1398,341
31,3784
102,40
58,66
208,475
44,113
7,127
233,56
219,253
129,149
6,76
1244,24
347,206
24,155
8,544
33,83
570,170
238,20
111,270
5,157
81,303
1651,252
154,2721
0,819
880,3457
99,351
415,1155
99,2296
479,8
1097,1185
48,1194
37,4550
38,57
6,1271
312,2231
264,198
17,498
69,7397
79,596
26,576
5,337
28,150
104,3604
24,2957
226,27
38,5614
514,604
2,360
94,2
4,302
11,1530
13,40
944,3449
150,4715
80,1063
22,222
98,432
439,1566
688,1034
10,1130
474,803
1717,3080
93,203
26,4
393,1311
176,665
231,125
586,92
72,986
932,32
53,1081
153,2411
5,1418
44,416
78,7219
376,48
1155,8
2,940
516,566
54,3233
281,227
122,1203
27,515
23,3231
96,46
22,282
1862,0
5,6841
1832,51
695,97
1,29
77,266
63,971
162,8
9,1919
30,19
1409,32
1,4908
343,169
57,0
226,2893
4,537
43,53
197,7460
497,74
3,1143
1403,562
175,7273
8,2246
609,797
42,118
5,2
1421,768
155,701
287,3708
194,93
79,2814
173,817
299,2478
32,31
4,93
68,1348
1217,2097
456,842
13,2494
1532,1882
340,196
139,3123
4,7310
890,2530
236,6872
14,300
30,3334
2,255
274,632
1009,2369
127,5563
1258,1112
36,2
45,844
3,360
955,26
224,0
1557,6240
129,51
55,437
25,194
334,116
180,2382
16,2791
11,51
242,2051
20,963
172,6
203,4160
575,1920
8,922
24,53
10,72
110,5777
23,6238
1068,263
39,84
242,32
16,1187
440,3
329,1168
518,2
105,633
227,170
393,284
146,60
24,3404
388,1
358,3347
14,127
3,2102
203,2
1040,7772
1404,194
48,821
288,260
454,145
17,4882
117,377
216,38
25,2348
806,2005
59,3632
151,0
3,1724
2,4856
3,25
1432,3815
2,5471
7,1261
2108,3706
46,8
1073,4165
16,43
2,114
221,126
186,1763
154,169
103,126
504,2818
35,4878
363,7842
1,187
49,151
305,237
7,26
170,6832
641,484
2,694
689,464
1083,0
1106,163
6,97
391,665
211,997
91,75
1646,4821
93,3481
1073,187
8,517
389,6807
120,2301
238,121
0,2509
59,4491
233,671
551,157
420,1377
60,728
703,38
9,14
318,0
37,4385
52,27
130,3273
335,1152
176,3863
86,270
506,2
241,1539
0,2825
65,1
1205,5723
0,660
23,392
97,2109
1676,951
329,2649
8,6701
103,3887
31,1358
59,461
331,416
103,2256
691,2028
785,187
3,130
8,1336
163,5024
134,1244
139,450
12,76
268,38
0,1232
9,1158
16,166
163,38
218,1159
96,3
1,2475
59,905
1,48
24,335
116,253
393,702
142,2767
485,0
914,7432
315,3113
5,1641
44,1
1,5498
404,5328
1302,761
34,2593
158,299
6,1595
26,7916
22,2669
315,3797
916,258
21,610
5,45
7,595
844,28
76,118
62,33
2,1748
11,1166
806,51
679,259
368,11
1470,26
112,1969
164,3080
155,2739
542,2365
1134,4623
0,2948
21,1062
1575,2
173,400
122,456
413,3489
739,7647
606,126
477,58
707,1273
50,44
25,2054
1467,4071
26,7012
1246,57
790,1919
1,449
19,904
3,271
79,56
2,5161
123,3576
732,2058
824,965
162,692
224,101
23,961
272,427
119,1065
103,356
325,1934
45,2886
253,87
968,499
1145,149
905,1242
301,833
746,72
769,23
4,2760
116,832
10,85
1045,139
27,4873
540,1349
237,3116
162,1567
413,41
150,1060
21,5229
57,112
135,1645
15,43
173,6034
8,315
1062,2895
425,150
706,33
337,578
0,574
378,1
475,1977
166,2570
408,1006
133,399
85,1706
246,8
262,1325
283,62
66,1289
47,62
17,255
40,168
0,2591
1589,198
72,537
106,1349
459,575
23,150
406,26
104,1162
46,237
83,507
646,2584
168,155
4,1569
11,711
50,163
73,2
22,453
423,1571
35,43
21,4
552,5254
0,257
11,131
6,122
68,967
2,4576
33,425
22,2763
275,468
685,737
134,361
104,2
30,302
37,1650
5,2360
129,623
39,36
9,17
129,1524
216,410
52,0
1344,6732
912,1057
189,3777
331,123
760,1111
76,5001
257,1497
79,1438
5,263
28,168
215,1134
74,314
53,523
18,2238
32,794
94,72
48,1312
1719,826
13,30
68,1119
653,5397
1288,36
610,186
631,1476
84,85
68,3634
3,169
268,3
586,2
37,458
535,95
75,5660
1095,135
1728,3272
11,880
177,72
638,321
31,2
1,43
0,3286
955,263
219,0
105,7776
1462,2385
11,316
16,1506
1415,81
6,497
4,2982
6,1628
354,523
342,40
384,1380
56,129
42,444
5,200
224,1463
120,1800
226,672
78,641
62,10
302,757
5,4866
102,4947
646,7649
75,26
10,1411
1,824
187,1273
49,532
5,2913
62,582
784,720
175,173
16,362
606,131
256,1305
168,53
38,2435
172,1169
2082,2383
244,2139
594,586
22,163
45,770
2105,51
347,1638
93,22
201,2928
5,832
26,81
35,133
37,639
7,347
83,145
46,263
528,2
1667,139
567,163
116,4839
23,1345
25,8
979,2207
232,467
732,0
787,1217
21,1913
10,190
33,375
133,4460
868,2171
81,3
64,2563
1817,118
0,23
309,19
10,7045
9,335
161,4
105,423
64,6553
1180,5103
33,179
19,128
53,1996
185,360
298,201
164,530
41,506
179,100
66,1314
650,4834
17,18
1004,8
455,704
8,1783
10,941
1702,896
1022,636
27,3633
11,6036
74,84
369,656
106,965
2,136
1985,13
472,6651
103,48
1136,53
110,884
36,127
1604,916
19,2655
37,5535
59,2899
206,186
377,1396
49,77
46,2295
7,460
20,2565
11,102
290,51
6,159
29,854
1885,65
52,489
287,642
91,5
1177,2
13,2582
10,37
1352,56
102,647
637,18
117,4438
32,7181
955,557
208,118
1206,38
0,866
23,1950
1300,30
1020,7700
7,4110
1320,1854
384,1098
169,152
388,446
1840,744
32,255
585,1477
687,7931
154,270
142,487
80,1142
866,13
15,1520
3,76
386,92
79,1017
134,1034
1958,149
1917,3458
173,149
1169,36
83,107
583,462
126,30
1,2657
1,206
49,250
129,2422
81,169
7,65
286,8
0,433
191,1973
138,3
84,2583
110,319
1,2093
6,10
56,3120
375,809
33,25
95,719
704,1234
7,517
679,4863
512,169
27,3231
76,40
267,1321
288,56
22,1085
193,125
45,2036
29,495
38,71
1380,198
3,1408
100,900
26,7542
19,406
805,1563
169,5
368,7435
392,2072
67,1247
1669,0
2,302
1270,351
4,480
84,2338
1620,577
75,957
1682,28
52,1103
453,8
79,66
26,122
449,4265
97,423
120,0
175,716
92,126
11,960
391,2320
571,8
172,85
2,7260
91,431
54,81
1011,110
8,809
471,56
61,2640
5,1924
81,38
1,4970
48,312
465,2500
1005,406
110,74
419,675
80,105
744,128
949,127
181,997
34,3089
47,972
123,186
658,1763
8,2176
5,88
284,1
549,539
53,332
37,1911
473,72
13,7189
191,498
32,89
4,23
27,222
216,149
75,234
725,28
1165,1295
47,0
705,3944
1,680
6,2711
222,254
169,498
79,659
153,533
981,1575
49,612
448,87
305,754
713,1741
1846,4173
37,139
34,5576
83,453
26,3655
92,653
371,510
64,406
73,72
36,68
75,566
22,19
971,4724
656,57
52,2002
6,2259
40,302
3,418
603,2357
33,955
33,2496
46,375
581,2
