a_id,o_id
7,1555
44,232
7,500
120,126
1441,1110
341,1206
346,448
115,133
721,1464
530,946
1136,473
5,4508
96,342
105,8
361,150
147,6171
93,631
1345,1308
86,736
416,476
9,3994
902,28
74,827
39,107
60,2461
221,809
424,597
6,259
53,4932
165,418
1,1409
407,485
891,78
17,363
109,5
974,3131
525,4614
367,701
7,1404
14,40
0,758
35,2484
5,3092
1090,2
152,1420
52,697
38,380
1624,1381
151,55
129,4261
377,0
123,612
3,100
10,776
83,67
67,966
747,88
11,3474
325,2
652,173
20,711
297,3038
22,413
14,4590
82,136
45,20
68,331
31,65
1,150
21,76
2,619
41,1431
6,50
11,1636
1029,1102
492,3039
415,4162
1028,4419
33,97
11,4977
749,5165
288,0
15,196
22,672
167,393
3,1464
10,1476
492,6
95,187
5,335
501,240
210,1279
321,874
37,126
42,3752
1681,585
168,1559
641,804
80,686
1353,633
13,86
126,417
3,1908
852,43
488,3454
519,1161
10,703
0,1165
224,135
745,555
641,736
92,390
18,1313
55,50
371,201
32,3257
87,1693
255,1627
96,48
22,296
1717,1093
31,458
1,99
77,312
176,215
4,5005
25,5274
56,525
208,312
7,226
30,1
0,84
5,2065
256,206
39,205
350,1046
735,1749
57,22
366,8
4,523
110,162
1,2114
22,1876
336,43
79,6210
105,482
146,3024
1149,56
117,4216
312,51
5,112
7,678
113,57
883,3629
32,33
18,12
41,437
477,681
11,1245
103,3635
322,438
20,1125
61,27
127,4033
17,93
65,329
344,128
23,48
222,5608
2,205
41,881
96,1508
410,166
50,193
41,2798
59,373
15,1254
20,6972
70,279
642,396
1,316
41,5195
636,4877
8,1136
49,8
67,700
318,1232
152,1886
411,7130
40,4727
599,714
235,2015
486,257
100,3140
239,203
426,468
82,370
451,59
165,1865
128,118
22,3266
1177,125
1,2040
817,382
437,6473
53,53
59,6317
133,30
119,165
29,221
150,6043
266,2541
15,30
1,1444
233,4234
39,7601
160,3
65,154
9,2262
14,77
1063,114
64,3079
333,6070
364,1
454,135
41,34
4,178
22,1327
50,304
322,525
94,1797
38,337
5,953
377,1920
644,1492
69,6690
53,941
291,772
309,1491
46,30
267,1987
206,4984
63,4460
311,206
35,3696
59,14
178,4953
6,523
54,775
1548,651
116,68
10,425
49,133
390,2601
72,226
8,2582
21,55
264,6197
7,4
9,1995
0,510
5,2231
115,53
461,97
138,68
11,222
6,87
0,4772
1615,48
437,121
6,1714
77,34
423,58
63,19
17,959
127,1176
692,368
1420,2325
143,56
37,1541
1605,3568
0,826
10,6896
451,4394
94,2914
347,5510
9,60
124,225
1098,4342
135,1845
38,0
16,4635
967,125
21,1199
22,4431
51,36
74,335
164,461
2087,3146
226,2
62,484
2242,7960
5,3492
94,21
424,33
122,1782
50,423
841,432
49,5164
1,3069
6,1338
481,33
1,602
808,86
26,63
2,5280
35,295
1672,38
201,51
1460,2009
268,3707
1667,365
16,136
1257,2423
358,5591
4,1913
15,7195
1733,357
442,1
102,2307
91,362
1137,6646
0,3203
136,2883
2,2996
1757,1
1,5448
141,1159
115,446
205,0
1254,5
2170,7534
16,1087
1210,183
110,135
4,528
1,2149
66,377
15,432
181,88
137,2
17,564
291,1801
5,27
26,778
113,28
60,637
193,53
617,1581
331,131
6,1141
1868,1943
17,112
26,462
524,577
24,2575
383,76
5,1204
228,1919
161,802
375,2308
290,1414
274,515
168,2
477,8
25,1727
36,25
1735,72
197,42
1,471
40,363
794,28
79,10
153,140
10,527
614,437
14,867
533,945
953,693
35,80
25,251
17,4150
11,56
15,577
280,86
10,67
4,4125
252,146
346,74
650,2
11,452
511,3313
357,2031
29,248
5,5371
527,361
15,5
67,4741
47,916
2049,6895
5,384
49,784
14,118
468,1530
53,404
0,512
768,406
904,118
131,1770
9,854
162,2932
19,5093
32,145
1732,5175
696,248
145,150
2106,510
43,627
27,150
1653,3667
13,151
216,93
179,83
41,2978
112,94
1214,41
1,1051
98,1
118,2408
263,2987
1,736
40,154
374,365
35,385
74,121
593,3487
261,1103
46,3
101,1148
145,722
899,505
1307,20
885,0
73,48
550,514
4,3190
1,2759
14,4148
1,172
43,2309
90,5949
3,490
95,1904
49,152
23,612
747,478
475,51
2,673
191,1879
1097,36
16,1369
124,282
327,919
170,2014
6,104
1269,671
24,183
8,540
269,2495
147,4619
46,2780
259,941
26,928
298,973
208,67
134,351
284,360
104,116
1381,87
878,51
10,4464
345,8
398,2
213,1
8,2035
30,984
333,3809
662,1465
293,10
115,1232
78,964
1,4347
528,573
145,3
2021,2231
64,253
68,1097
52,598
237,7938
1,2960
98,404
70,86
54,587
1,637
3,155
611,991
12,2558
83,22
14,1172
6,5772
69,23
16,173
711,4288
500,949
1946,6332
36,311
96,10
483,1038
31,508
1998,540
1,57
40,1212
44,8
163,3749
2,564
31,4986
779,212
87,27
54,499
1509,53
127,3575
264,785
210,2305
5,38
918,1499
26,2442
17,3857
9,908
786,172
1482,1105
303,20
506,128
155,5
252,1031
88,32
37,41
113,435
23,10
890,93
11,595
2229,7862
1,458
328,1552
32,4157
24,533
810,668
107,2596
12,206
3,2785
8,3029
791,340
480,454
44,319
64,2473
106,0
558,1756
41,763
74,5293
1249,79
20,807
465,48
248,1856
338,1854
54,2
56,1351
919,3082
127,2852
100,324
229,56
12,530
185,194
111,68
21,300
26,1222
120,489
604,843
0,249
4,1357
9,381
2047,600
48,725
11,475
4,672
834,883
66,489
29,19
15,32
477,2709
167,165
70,560
824,180
0,2266
26,698
118,300
393,1685
178,977
14,155
74,654
593,3062
9,825
138,671
48,785
19,5064
2,1618
297,118
1,3665
510,4316
1189,495
84,3622
229,2587
112,51
52,1347
17,0
220,1545
3,53
5,623
35,484
1109,26
1842,1305
3,4875
227,4296
1339,1521
2,150
4,1592
11,716
140,40
100,1040
1947,200
79,186
10,415
35,32
7,62
392,1031
334,159
48,4
115,3800
276,28
53,4550
91,23
190,329
252,2
289,8
775,360
2,2747
7,898
103,6657
76,167
2240,141
32,325
124,187
223,161
133,73
855,2768
285,798
345,51
38,254
347,589
533,2308
3,1289
13,2248
179,2272
109,203
95,8
1091,131
1107,3452
155,431
17,2206
9,2057
1052,2114
74,309
92,1070
104,1968
9,678
163,1197
73,1327
23,2289
13,231
269,125
151,121
63,1885
89,3038
1269,1943
126,3722
72,923
487,406
360,1083
74,201
5,1097
356,6204
64,2291
855,1079
72,3793
108,1347
560,2218
670,1623
31,27
513,264
151,1222
79,271
1181,1157
656,2668
727,499
49,232
70,1938
21,386
285,5376
443,464
724,583
196,248
5,2274
101,37
87,118
20,61
4,602
88,8019
114,3
151,650
727,55
120,2404
74,1089
5,193
996,6955
83,1525
1407,3114
1527,2097
113,74
846,530
820,24
340,1762
1,1348
6,1187
8,40
18,5417
10,1434
1043,0
21,1274
113,2153
1204,53
330,14
44,784
748,5149
62,601
355,465
505,28
749,257
1284,28
2,316
168,76
610,56
278,0
2219,7812
26,72
10,629
49,473
12,43
14,937
1126,2266
53,1101
25,1
69,3612
149,96
133,555
0,5016
68,112
118,2771
31,396
1278,6
7,2371
1400,144
204,5054
0,30
48,298
16,1124
82,521
29,14
89,1827
1,1557
1608,2
2044,286
118,1914
387,4373
19,121
13,6046
4,1
668,56
292,260
225,1775
1848,173
17,27
1,702
21,1423
25,6693
6,4320
0,1414
242,1897
23,122
325,126
370,7972
1658,4841
50,135
87,1428
36,118
370,571
116,43
102,66
49,86
5,1699
194,764
55,457
2,759
48,25
200,164
128,48
988,820
1751,609
25,6109
411,3287
111,180
74,1447
39,8
329,3623
11,3627
16,1247
659,135
80,214
29,131
14,5457
1980,4365
14,11
1351,2964
0,725
396,5120
1402,448
72,2655
2,450
57,661
25,1635
1014,53
255,435
4,3823
104,4192
631,1512
575,588
1633,1034
51,1873
40,1706
1363,674
97,19
2,6
453,3590
500,127
27,633
507,1837
2,6765
2186,950
31,38
15,941
16,5853
116,190
72,60
143,1317
0,1629
7,78
42,2547
78,225
101,0
138,26
200,303
6,29
91,135
63,85
23,6951
33,2
46,2609
104,169
55,774
288,47
184,240
4,955
1,3730
38,78
8,13
1647,121
52,2562
118,43
292,5044
51,30
72,1327
79,2968
23,476
690,6744
64,2
251,3968
66,592
5,5727
13,119
409,4017
3,1877
2028,165
62,4132
1,384
347,1538
453,1
3,206
42,1384
5,868
10,606
981,1999
12,0
35,225
285,4684
2,2358
7,383
90,723
55,19
101,497
26,4866
38,3286
68,29
15,566
4,2569
54,88
128,218
384,116
10,146
176,246
86,617
148,4
388,555
266,1695
708,92
149,7450
191,3730
16,670
0,51
5,2162
18,1988
20,2826
11,405
546,2
170,254
29,41
901,2265
301,1193
26,832
5,81
7,647
461,6960
1651,56
138,2222
1593,375
67,1285
341,58
1427,51
123,7737
41,406
179,0
38,453
3,1538
10,1386
86,465
1,849
886,8
10,897
192,36
70,2321
14,285
74,8
0,1467
280,2803
23,81
9,1443
16,2924
1196,1851
7,4801
774,737
22,26
14,4199
1678,4910
6,2266
476,57
21,1582
12,187
21,195
224,49
106,445
362,963
623,4409
1099,547
290,23
6,187
262,81
103,2941
54,215
38,744
109,1880
349,1001
333,36
974,484
86,740
584,126
1596,879
1428,201
510,644
171,38
2,2801
196,2035
346,0
60,886
20,304
96,662
59,1306
963,800
15,127
1,1413
19,3916
1408,2622
109,1
199,131
503,265
494,3040
772,2708
41,3
4,145
195,774
20,1167
112,152
54,1119
1,1089
6,1454
45,588
13,2370
84,22
1,558
40,84
10,820
46,57
64,360
963,1557
10,2773
31,77
257,0
614,238
245,633
10,328
72,1
381,9
685,81
30,158
32,1091
152,8
11,255
478,4215
155,6119
555,506
22,2013
18,6324
114,249
98,1746
776,4071
494,148
0,2494
39,1911
345,3836
2,2628
511,4139
37,1574
76,12
493,2384
62,75
1325,6438
32,426
288,4
13,1513
43,874
66,137
723,1305
8,18
10,1472
506,51
1,1023
934,2397
5,331
31,2963
106,1464
37,122
611,93
66,2278
168,118
4,260
85,1411
2148,5017
1974,4577
542,3651
474,829
101,5869
14,6552
296,873
962,1314
187,1
7,282
353,1414
127,5216
22,300
45,133
266,2606
91,331
4,2582
128,255
1110,1194
410,7814
10,255
0,40
20,2935
101,1936
1558,492
2129,1503
57,26
403,2
156,474
260,2300
6,3191
19,67
26,877
247,57
215,1395
162,1405
948,76
0,916
113,61
62,246
360,3390
2,1669
958,287
354,3
1018,490
937,0
26,289
856,112
141,48
23,76
1630,487
35,2222
71,448
2,201
888,2524
1881,19
27,806
525,27
683,7895
140,127
240,7227
1189,116
336,786
140,2786
15,1250
1,304
32,4199
8,1140
21,1545
10,558
12,144
242,1251
75,4421
0,359
55,387
16,2765
140,643
1445,542
474,2657
133,582
158,43
15,678
123,1354
3,794
680,4666
160,603
12,724
17,838
111,126
0,2392
444,6268
381,6840
747,654
720,2030
0,163
18,1876
7,7299
9,187
318,399
73,828
10,2051
1,1464
446,418
123,19
86,133
199,158
42,215
542,1688
201,590
648,139
867,1
36,4049
115,1828
59,7021
198,365
2,1560
152,1461
170,706
22,1315
69,2212
624,905
52,674
83,5467
165,973
24,1411
155,2559
252,825
10,785
164,26
64,2210
16,17
559,3611
129,1750
154,131
147,1846
112,569
14,4119
6,527
82,161
45,43
253,2556
47,3629
144,260
1559,1
7,0
26,2978
4,1078
19,4375
1011,7287
2,1255
1069,23
180,3842
1581,6352
488,20
176,497
56,807
238,19
74,1040
593,0
2183,518
5,146
1333,324
11,2293
551,139
2224,716
4,1418
9,32
191,264
32,399
496,2440
18,174
36,1083
43,769
38,4
17,511
453,7923
74,3028
49,942
321,897
62,2125
51,40
14,476
60,298
1275,25
265,586
69,436
25,1590
297,313
127,4619
13,45
548,1702
142,435
292,484
32,5670
174,0
3,248
5,810
10,644
26,59
12,122
9,2563
14,536
27,4422
0,1190
23,858
83,55
69,8
352,131
760,0
428,40
31,477
229,3647
1,26
98,1054
24,421
18,4327
15,2397
125,3
93,1305
119,5688
132,715
11,335
20,247
287,6982
149,469
234,687
688,312
19,38
1914,3453
298,19
1024,81
436,133
406,597
85,154
32,26
288,116
424,340
4,80
289,5061
22,1417
165,163
167,1557
48,6288
433,2183
1043,58
107,1884
17,116
1,879
1359,1820
1412,141
863,173
231,311
40,6542
23,43
279,157
131,922
117,45
6,693
10,2964
1,299
291,62
8,3060
1711,28
224,11
16,775
23,1392
267,150
793,2478
6,241
158,972
155,3585
238,3666
8,917
381,270
141,1336
55,610
295,51
78,385
11,504
110,22
147,8
80,37
15,1
151,577
211,1322
123,118
86,126
65,177
14,122
574,18
666,1145
9,858
378,27
5,3270
0,6090
13,147
142,329
258,2062
1509,671
61,135
481,387
407,127
15,1374
26,337
438,5702
5,576
549,3
14,694
0,1088
452,826
176,5316
20,533
33,1258
47,1197
899,4780
102,8
21,30
2,2134
106,470
196,84
736,7901
182,3
78,80
879,6142
11,169
2,1280
158,187
184,6270
52,474
640,214
24,187
457,2646
109,360
1324,23
1054,184
462,7453
450,28
1,4659
1897,13
1937,6277
261,5106
61,856
877,22
217,6942
1748,3491
7,1447
97,2106
2,392
96,1191
170,594
13,8
94,1689
22,830
533,4057
596,151
10,1098
1500,701
529,42
250,343
62,4215
453,82
349,1
26,36
745,3064
445,2554
117,5138
14,573
992,891
39,1114
44,448
406,187
452,941
244,15
993,240
45,187
889,967
559,577
1133,732
29,598
78,4693
292,1336
1,61
697,1480
9,4613
43,2290
3,603
294,3738
176,5
7,2351
379,526
11,4636
275,699
0,1543
53,1437
44,4
4,6422
67,445
309,408
76,437
205,23
9,500
138,208
1466,2
81,4034
6,475
29,922
545,484
157,2306
369,1700
160,2529
136,1539
1229,3
521,220
62,60
83,815
32,511
251,229
90,3188
227,1824
31,1136
75,0
368,22
956,655
46,5004
607,3661
317,67
725,70
250,38
1379,38
104,1050
9,588
1387,3115
76,1184
1805,399
1014,206
652,325
767,386
98,295
0,4155
107,447
144,67
1,462
90,6111
0,3531
266,1018
35,187
40,2031
291,5
323,884
2,835
576,356
4,2037
99,1245
3,7739
2,1446
105,93
68,87
769,28
54,6
1184,1149
8,1018
981,1337
0,1682
208,225
134,249
337,899
0,253
406,1177
1143,643
20,359
285,133
538,1303
69,5958
101,4469
19,150
8,1873
132,159
21,1004
229,1437
104,366
588,0
0,569
1727,905
85,10
5,3297
361,7686
17,4914
260,138
193,185
94,1847
1,1074
1491,655
278,370
5,7995
17,4
40,163
5,619
627,2621
134,897
117,5544
1,6500
26,2001
23,155
406,1
1777,2344
16,459
5,3749
1162,3114
295,827
576,51
25,307
5,5914
59,220
18,5955
31,146
54,849
116,10
153,0
18,4390
907,155
36,6051
6,4367
35,36
1503,2397
416,2553
1852,2794
489,9
11,140
13,2038
110,330
6,129
158,92
1191,638
109,1822
114,136
77,20
8,613
937,680
21,701
26,1097
2,2743
821,38
76,163
996,28
1134,350
180,1845
507,57
1286,3
20,490
1,3942
27,478
657,2839
797,206
603,1795
67,4377
141,5122
213,104
1058,4493
312,791
111,3721
132,2
42,128
17,2194
72,1475
233,1275
722,1157
226,84
387,101
64,150
970,198
6,3027
140,5230
231,56
487,402
230,5305
443,40
83,1
46,119
16,70
666,0
4,1711
109,4410
68,1558
1212,27
1,2635
37,5694
45,86
177,2802
15,898
93,842
612,974
812,143
5,2286
22,6347
302,1076
48,435
13,1899
493,311
4,582
59,533
488,73
1723,186
939,67
5,205
1463,3252
321,232
1229,30
588,362
881,496
129,737
62,1
1367,240
18,219
33,4773
43,692
246,349
142,8
1012,2672
61,968
8,44
50,2159
637,1050
1,6530
51,127
625,166
60,247
90,1150
952,609
2,312
25,1737
11,554
304,560
308,884
278,4
5,6165
13,3645
2,7650
118,2155
912,206
3,303
26,84
10,625
25,5400
1,6222
254,22
185,749
27,2934
32,1372
164,7581
13,6583
175,3199
585,477
172,67
45,203
13,3265
412,3826
81,6003
15,535
107,542
9,5525
370,324
266,27
162,88
72,454
826,51
1685,7282
1125,2921
7,800
332,159
1,4988
320,1027
161,1
44,3170
393,5517
141,4547
43,101
23,4148
15,459
38,856
204,48
8,283
19,125
494,473
256,2413
7,740
30,543
35,947
528,3477
14,128
13,7231
369,849
99,56
173,865
159,1298
744,2263
468,867
73,1417
4,13
43,545
18,6709
269,223
1982,141
1295,1570
17,31
177,5068
132,1784
81,7885
37,165
420,51
141,2587
191,940
64,1809
272,122
5,3392
99,1425
202,2211
122,2002
652,213
1727,5222
50,131
6,606
619,27
1,382
2181,8
40,260
3,408
225,2612
21,1615
162,299
487,696
16,940
113,1512
18,1238
19,4292
6,154
720,5682
143,4463
1486,51
229,180
345,2299
238,66
579,386
7,917
217,709
892,1687
39,4
1699,252
117,7685
69,961
90,1744
18,257
86,7577
322,139
1408,946
483,100
5,295
14,15
1107,1152
9,653
318,1921
16,1695
387,8
115,3028
59,384
22,884
1,527
3,73
104,4026
231,23
362,7806
5,1104
1720,357
9,1353
16,91
103,1797
2,2
96,1597
11,848
202,717
59,76
22,432
149,962
170,1331
225,292
598,871
68,150
910,3087
515,337
3,517
499,50
12,461
9,3432
291,286
111,897
609,271
95,3340
26,1285
44,62
687,1700
20,38
209,155
301,587
114,24
204,410
778,473
107,1377
342,8
1,7452
53,1895
8,2064
2169,28
194,51
475,518
76,51
85,203
4,935
3,1437
230,6203
117,3860
484,4166
116,1941
1490,1304
664,2416
796,169
155,83
966,136
92,573
4,507
42,4673
73,216
66,1075
552,138
21,1701
12,60
62,2631
268,150
318,1096
11,2592
128,3560
2214,8
36,360
6,832
262,222
184,7970
25,3554
1,64
1306,499
10,158
1023,5288
328,821
2,2934
0,55
21,2963
1141,1966
76,482
228,165
32,3736
16,1149
267,995
1429,201
4,726
11,1842
52,250
379,17
194,2851
93,1795
556,713
113,2737
5,93
1628,869
837,1200
11,2472
82,4504
13,7194
136,19
763,100
16,1593
71,93
991,28
41,410
133,330
744,855
179,4
93,3938
6,1079
114,595
8,188
29,1998
47,5
1200,3141
1287,769
673,2419
5,1270
2,3653
50,156
22,30
315,0
31,196
679,1368
538,40
3,447
1059,454
419,4967
72,154
26,1627
745,373
62,1129
32,1484
115,141
25,181
1894,6042
253,39
176,3066
128,41
453,694
1066,7607
301,1366
10,5
12,763
1338,87
508,74
98,4094
523,1973
228,40
55,1033
2,1975
313,302
135,1949
375,56
601,899
412,38
15,123
239,1357
42,182
5,450
26,723
340,2139
65,127
28,101
352,4181
48,2655
60,438
2,507
4,157
27,84
970,140
107,147
8,1346
654,5406
26,151
2,5384
110,4441
74,187
0,1034
535,26
1681,784
83,75
71,538
2,63
118,4235
31,73
1,238
280,931
206,33
49,218
72,5
127,609
21,2793
131,1309
958,5709
343,62
767,550
20,3
6,42
18,6320
1656,81
208,1
76,8
83,860
140,1049
348,1160
594,2012
196,3000
119,27
559,1390
66,133
5,5538
142,86
361,1351
430,1846
218,504
6,1245
65,500
7,1513
244,5786
2139,279
60,201
703,1962
1180,19
80,678
54,1198
1092,1946
1,447
734,187
328,1699
300,796
46,456
203,1067
150,2582
350,1986
48,220
36,373
82,503
45,129
686,267
1,123
379,456
55,2149
81,198
0,44
97,3304
285,7948
1314,133
122,653
802,81
211,2696
57,30
155,5748
43,31
6,417
8,7573
1621,4541
164,3457
190,173
100,43
86,2
33,246
143,1813
694,636
2127,15
2132,1435
99,482
602,2747
6,6973
32,57
58,7133
749,100
753,2389
149,1962
484,1219
195,932
331,164
813,856
61,19
17,85
1,840
3,3974
72,675
302,1
16,410
8,5106
207,140
154,56
149,1390
1150,652
117,14
50,249
22,115
183,36
49,0
12,140
392,1114
0,379
37,1092
1487,2
11,93
103,435
177,309
137,3550
253,2
755,2580
105,27
1355,1073
448,2580
38,705
24,15
63,150
252,205
162,165
570,38
26,1080
722,301
53,61
325,7992
76,370
332,196
110,49
20,281
80,4
236,3264
35,4151
834,949
336,158
1872,2173
1709,3673
52,106
15,102
308,28
38,141
294,27
278,1788
1165,928
160,27
144,752
74,2861
28,2
194,310
9,2270
2034,28
35,870
3,2064
157,1287
119,2204
401,1
94,150
63,2421
216,0
437,884
1,1144
98,60
61,168
3,1686
4,5232
40,125
630,6
667,8
124,4256
10,797
17,1583
11,6084
18,3032
158,5673
54,4229
8,4733
2,88
117,147
110,708
713,5596
391,63
561,1580
158,734
414,356
1,129
437,1933
257,63
229,299
102,43
766,2
556,324
300,10
2,668
109,4303
11,214
1606,314
114,1579
82,737
66,1786
675,3800
1281,3
38,636
243,270
635,528
118,1106
150,985
104,87
1,7095
450,127
523,2053
143,0
499,2926
9,36
117,7888
108,662
54,2360
22,1142
66,190
1078,303
43,1518
8,123
5,7714
117,3930
492,27
554,42
14,416
23,402
198,220
94,29
258,3841
1156,4858
13,41
260,1322
481,57
121,18
31,901
130,118
102,282
226,6798
12,118
231,66
49,366
455,1102
111,536
558,217
1607,38
106,248
159,118
1782,8
555,3289
43,7622
36,338
135,30
31,473
801,1194
613,4865
1,30
774,2127
9,4646
53,3097
27,4998
757,3902
708,2
498,2
64,856
702,7799
16,1079
751,29
49,4524
43,50
10,2277
100,48
446,28
68,3450
10,1816
399,2394
5,3
343,4388
759,260
835,332
934,384
71,1586
203,150
5,2808
136,93
51,2134
32,30
690,4704
59,1051
170,356
80,490
3,6784
135,1190
986,962
880,321
428,1303
1683,4937
88,3
101,1279
1187,3148
2,254
2182,0
73,179
36,1
22,84
151,304
137,1410
1283,43
1,303
847,104
285,2371
15,2670
49,27
2031,6774
5,1392
129,60
76,651
11,48
375,3493
2,1417
25,2648
98,778
372,2153
1752,5260
776,1295
1239,510
23,6239
102,733
508,28
284,749
355,1383
157,153
30,409
22,5089
7,5759
1050,4039
133,33
1105,3440
0,5506
13,715
1675,101
1008,3101
123,10
146,63
6,3579
164,2996
5,392
139,906
83,1084
574,22
59,6980
48,820
85,43
71,8
17,4883
246,22
601,5
50,261
31,1498
15,1370
19,627
7,1266
78,6637
5,1057
44,585
16,42
749,568
975,138
106,2549
42,4449
338,2537
44,3863
7,5480
78,2167
59,253
174,286
18,5794
448,2264
363,7843
6,2179
393,562
395,108
21,26
150,502
44,141
7,27
120,219
83,2001
13,1815
179,7635
1168,257
17,7277
1375,1534
19,3563
343,3390
252,61
879,128
24,3610
5,185
32,2013
41,1793
94,490
331,101
354,222
375,1576
231,2032
65,2
39,530
189,97
9,715
339,844
32,804
491,121
264,4944
1821,187
131,56
66,543
78,3846
24,1079
10,1142
3,131
58,2906
26,32
192,216
1331,81
163,5025
17,1727
1672,51
1981,23
1250,3
2,2405
83,30
9,1159
318,1435
173,224
106,133
362,43
41,630
11,922
103,240
163,39
96,2
59,118
43,1549
361,98
123,1039
7,3910
54,911
1,49
98,1143
176,57
2,2985
44,0
7,140
549,1133
0,102
4,1218
27,1123
11,294
1187,219
1060,1742
365,3594
3,1051
164,3659
831,1
1405,252
21,611
5,46
84,7114
378,1766
664,329
60,594
384,5684
39,3044
305,4569
193,32
427,5066
75,4
1161,1
8,203
741,1532
21,1063
0,2947
314,1043
448,1
88,40
1,6627
21,3772
60,150
23,2
316,8
1328,1308
413,3490
158,7879
4,445
140,173
170,1080
850,454
211,0
63,1251
26,7015
568,575
476,100
127,2280
0,3535
21,1755
139,380
181,6461
106,8
567,133
5,4080
92,43
192,6734
25,230
11,23
248,2221
80,1778
43,390
213,1046
24,473
8,1022
10,84
47,1351
266,58
19,1758
185,202
0,241
380,6927
590,154
39,176
422,312
673,222
13,1025
2,2022
100,128
86,87
9,3823
56,38
0,2258
351,17
84,7005
872,200
287,3597
51,365
14,99
2,4039
41,1659
145,161
171,3325
52,6301
12,4804
1039,4
36,733
99,3439
112,43
1528,3357
38,263
326,1703
98,114
2096,100
575,1177
24,812
1522,578
1003,59
768,1322
73,2022
177,220
13,302
382,23
25,2188
260,1069
6,569
315,74
31,158
605,37
213,3324
25,5190
586,850
35,40
69,6292
0,1957
21,5
1070,0
132,886
219,180
182,56
92,190
10,5354
11,128
765,129
87,2037
78,2516
149,274
66,1712
5,7103
1133,3522
128,19
102,685
12,701
27,4739
139,1374
104,1
1116,138
37,1651
2041,1255
163,3068
184,8
260,421
479,51
82,859
66,116
875,1050
1344,6731
1276,38
10,1567
840,1474
24,3579
139,794
104,477
167,5276
5,3069
438,3166
2,3930
793,1149
176,6214
816,1322
530,120
18,804
47,4746
207,360
677,72
653,5398
377,198
112,6721
1,616
40,18
268,2
450,1213
0,1268
881,7276
438,225
2,997
4,1707
35,3631
11,881
66,3580
133,1454
462,1838
2,7343
31,3
24,371
0,3285
245,571
907,8
176,30
210,3022
367,8
26,1380
648,1276
44,29
1386,32
752,1100
572,1343
357,435
87,14
59,553
1,1680
137,496
274,4851
7,2186
56,128
104,140
302,3161
1994,2771
0,967
76,82
242,294
62,5
445,131
13,976
370,1621
354,78
423,1094
5,653
15,3196
155,48
231,485
439,2092
3,2352
119,4443
351,2784
1880,5937
95,5171
26,3798
64,101
11,558
262,1046
306,158
36,971
255,193
22,162
188,158
129,4976
93,23
130,3
415,5113
5,833
26,80
164,2022
480,51
23,957
7,344
241,4322
32,1360
172,3953
1088,73
1499,2429
124,593
905,2817
1724,94
73,309
382,265
6,803
95,6349
250,903
1410,133
75,1804
151,1107
21,1914
9,3126
1525,1315
3,3144
2,2905
1130,1
252,2311
67,49
11,2061
567,356
0,22
2022,8
213,4859
1,4976
874,1318
228,68
13,641
396,1295
227,149
137,125
19,129
185,361
95,938
111,495
74,1276
361,2816
1331,722
284,107
217,56
287,4824
4,9
179,101
1191,164
112,0
47,26
17,19
6,4312
5,1239
395,2055
2120,301
35,2156
1003,94
8,5004
643,1
366,3142
154,126
13,265
4,4000
112,460
22,57
6,594
14,4170
743,2509
31,165
515,232
1,370
1255,138
2,6104
192,451
1439,2687
1430,2
277,86
37,1050
1162,3703
78,98
34,220
297,1398
6,158
32,2321
11,1536
297,3795
19,3509
491,4593
1554,6370
1,7579
238,70
807,3589
160,2084
104,38
6,5583
42,2248
39,0
1119,4484
159,1103
638,566
57,225
36,2038
328,4528
69,2594
29,155
305,7815
1274,1469
958,8
227,30
186,5873
146,104
256,2556
155,474
284,254
1,6700
14,19
1644,1957
1238,50
99,169
78,922
16,1683
1620,1050
147,543
320,57
24,6321
140,364
396,198
179,238
114,1001
2,4740
70,4
17,136
1,515
25,4957
19,710
3,77
39,6616
282,28
328,498
457,210
37,470
18,2846
39,1160
173,150
46,92
67,943
333,4536
16,95
2,30
576,423
4,1712
146,4829
1753,5268
6,969
87,2122
15,949
151,1205
431,4264
206,0
12,457
72,36
381,38
0,1621
23,715
7,70
16,539
420,1049
848,2040
30,2392
101,8
138,2
480,3471
4,623
43,131
299,29
522,127
5,212
337,652
858,38
92,1682
170,7431
12,4491
384,2846
43,847
199,2412
8,53
449,1649
561,1439
395,1115
515,582
5,680
201,693
24,3014
330,19
9,574
32,905
657,122
18,692
2,337
3,7213
832,2891
227,583
211,74
174,66
12,1685
1,408
476,190
90,6113
26,125
1368,240
305,2
162,653
7,375
25,7324
16,202
1448,215
719,0
589,3291
334,38
17,6116
215,6041
172,84
0,5045
55,4945
77,209
280,13
10,154
234,2688
12,636
9,3097
141,800
37,927
5,1925
7,827
1243,985
512,487
6,5237
309,63
52,198
7,4529
882,53
1,1536
204,9
33,151
275,206
18,3869
46,3171
14,169
307,161
397,287
90,339
459,42
1328,1669
43,6536
4,22
246,449
348,6981
142,188
147,1298
44,4386
179,8
98,72
1345,1563
47,1
250,127
1,681
326,56
59,4884
37,140
9,1451
272,19
92,652
630,5051
1544,96
1175,194
22,18
31,192
99,4750
10,461
531,1189
201,382
2,2181
150,289
263,2
1321,468
1238,943
99,820
1,2420
220,2168
426,447
43,301
6,179
1374,3482
1562,0
1177,38
1,2001
704,656
63,183
10,1
997,53
753,6445
70,1169
49,1418
346,8
206,3148
16,1260
20,312
449,434
68,588
329,708
83,6080
146,5
1566,23
447,4528
291,1140
284,155
985,2
30,3086
97,2287
666,542
4,153
59,2014
27,40
622,1367
202,30
